Time,"__name__=""dockerstats_memory_usage_bytes"",id=""52f1073e36e0"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""5b5bd522d044"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""7cb77baf9330"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""f32caeb32b8a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-03-11 20:10:03,2926264320,2018029568,5008441344,5066764288
2026-03-11 20:10:33,2978275328,2034524160,5031407616,5096718336
2026-03-11 20:11:03,2982031360,2105016320,5064974336,5047840768
2026-03-11 20:11:33,2986631168,2121711616,5089705984,5083103232
2026-03-11 20:12:03,2989363200,2128293888,5133332480,5122134016
2026-03-11 20:12:33,2996506624,2142937088,5068357632,5064155136
2026-03-11 20:13:03,3002818560,2166345728,5121126400,5126529024
2026-03-11 20:13:33,3016335360,2176843776,5160259584,5187399680
2026-03-11 20:14:03,3018129408,2189504512,5122752512,5147697152
2026-03-11 20:14:33,3020800000,2198437888,5190000640,5215531008
2026-03-11 20:15:03,3022356480,2203009024,5231718400,5217067008
2026-03-11 20:15:33,3022450688,2203086848,5158490112,5247488000
2026-03-11 20:16:03,3023876096,2209980416,5169405952,5258629120
2026-03-11 20:16:33,3023691776,2210078720,5179957248,5270323200
2026-03-11 20:17:03,3025248256,2211889152,5200560128,5194432512
2026-03-11 20:17:33,3036209152,2223116288,5220220928,5207748608
2026-03-11 20:18:03,3036758016,2231873536,5285416960,5264998400
2026-03-11 20:18:33,3037429760,2232553472,5227167744,5278740480
2026-03-11 20:19:03,3039694848,2242871296,5263593472,5300973568
2026-03-11 20:19:33,3042267136,2260590592,5298753536,5249617920
2026-03-11 20:20:03,3044810752,2269429760,5250424832,5286428672
2026-03-11 20:20:33,3044745216,2269622272,5335265280,5365547008
2026-03-11 20:21:03,3046531072,2271092736,5323145216,5329580032
2026-03-11 20:21:33,3047362560,2275278848,5350363136,5351788544
2026-03-11 20:22:03,3049136128,2285531136,5376638976,5375852544
2026-03-11 20:22:33,3051393024,2287108096,5396840448,5392719872
2026-03-11 20:23:03,3062710272,2294505472,5347590144,5334933504
