Time,"__name__=""dockerstats_memory_usage_bytes"",id=""5e51ee779f04"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""78bb6fdbffd9"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""9114ecda00bc"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""a359a3890308"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""b19bddbe4e90"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""fb3e23526bb9"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4"""
2026-02-23 17:28:15,1437913088,1219534848,2527531008,2440536064,1284739072,1256787968
2026-02-23 17:28:45,1349070848,1218781184,2527625216,2440310784,1284820992,1257119744
2026-02-23 17:29:15,1362378752,1218969600,2527899648,2442608640,1287135232,1259233280
2026-02-23 17:29:45,1379020800,1219063808,2528026624,2442706944,1289359360,1259347968
2026-02-23 17:30:15,1396289536,1221189632,2528329728,2442706944,1289408512,1259405312
2026-02-23 17:30:45,1409826816,1221246976,2530369536,2442792960,1289592832,1259573248
2026-02-23 17:31:15,1425149952,1221529600,2530451456,2442817536,1289920512,1259646976
2026-02-23 17:31:45,1425272832,1221337088,2530566144,2442977280,1289793536,1261883392
2026-02-23 17:32:15,1425510400,1221357568,2530754560,2443038720,1289994240,1262055424
2026-02-23 17:32:45,1426128896,1221378048,2530959360,2443087872,1292181504,1262174208
2026-02-23 17:33:15,1428926464,1221390336,2531119104,2443165696,1292365824,1262350336
2026-02-23 17:33:45,1429553152,1221398528,2531131392,2443436032,1292382208,1262702592
2026-02-23 17:34:15,1430286336,1221451776,2531414016,2443223040,1292918784,1262604288
2026-02-23 17:34:45,1430949888,1221455872,2531545088,2443247616,1292750848,1262710784
2026-02-23 17:35:15,1432055808,1221480448,2531659776,2443292672,1292976128,1265053696
2026-02-23 17:35:45,1432666112,1221771264,2531930112,2443350016,1293316096,1265152000
2026-02-23 17:36:15,1435189248,1221533696,2532069376,2443378688,1293238272,1265340416
2026-02-23 17:36:45,1435553792,1221566464,2532102144,2443403264,1293533184,1265381376
2026-02-23 17:37:15,1436577792,1221640192,2534531072,2445623296,1298059264,1265664000
2026-02-23 17:37:45,1437736960,1221668864,2534625280,2445643776,1297883136,1265778688
2026-02-23 17:38:15,1438941184,1224007680,2534735872,2445914112,1298018304,1265913856
2026-02-23 17:38:45,1440215040,1224032256,2535137280,2445697024,1298169856,1266089984
2026-02-23 17:39:15,1441693696,1224052736,2535317504,2445975552,1298309120,1268330496
2026-02-23 17:39:45,1444646912,1224065024,2535157760,2445733888,1298399232,1268400128
2026-02-23 17:40:15,1446125568,1224118272,2535333888,2445803520,1298546688,1268535296
2026-02-23 17:40:45,1447264256,1224171520,2535411712,2445864960,1298628608,1268625408
2026-02-23 17:41:15,1449332736,1224200192,2535456768,2445897728,1298673664,1268674560
2026-02-23 17:41:45,1449160704,1224482816,2535550976,2445922304,1298702336,1268723712
2026-02-23 17:42:15,1451450368,1224228864,2535944192,2445926400,1298841600,1268842496
2026-02-23 17:42:45,1457246208,1226625024,2536124416,2446229504,1299030016,1269018624
2026-02-23 17:43:15,1352806400,1226412032,2536177664,2446016512,1301454848,1269260288
2026-02-23 17:43:45,1355100160,1226440704,2536415232,2446569472,1301688320,1269489664
2026-02-23 17:44:15,1358594048,1226465280,2536624128,2446090240,1301938176,1272082432
2026-02-23 17:44:45,1360805888,1226485760,2536722432,2446106624,1302020096,1271922688
2026-02-23 17:45:15,1365217280,1231826944,2540814336,2446446592,1302290432,1275121664
2026-02-23 17:45:45,1367375872,1231867904,2540818432,2446483456,1302294528,1274884096
2026-02-23 17:46:15,1369219072,1231892480,2540859392,2446249984,1302368256,1274933248
2026-02-23 17:46:45,1371381760,1231912960,2540879872,2446266368,1304596480,1275068416
2026-02-23 17:47:15,1376714752,1231937536,2541088768,2446299136,1304850432,1275297792
2026-02-23 17:47:45,1382649856,1231949824,2541355008,2446319616,1304948736,1277489152
2026-02-23 17:48:15,1386622976,1231966208,2541559808,2446340096,1305161728,1277673472
2026-02-23 17:48:45,1390833664,1232011264,2541379584,2446368768,1305272320,1277812736
2026-02-23 17:49:15,1395400704,1232044032,2541568000,2446417920,1305436160,1277906944
2026-02-23 17:49:45,1399779328,1232322560,2541658112,2446741504,1305534464,1277988864
2026-02-23 17:50:15,1404370944,1232105472,2541785088,2446524416,1305710592,1278144512
2026-02-23 17:50:45,1410539520,1232142336,2541928448,2448920576,1305870336,1278316544
2026-02-23 17:51:15,1416290304,1232138240,2541973504,2448670720,1306177536,1278361600
2026-02-23 17:51:45,1420394496,1232158720,2542141440,2448699392,1308192768,1278533632
2026-02-23 17:52:15,1427951616,1232261120,2542452736,2448781312,1308512256,1278832640
2026-02-23 17:52:45,1437577216,1234432000,2544689152,2448891904,1308647424,1281064960
2026-02-23 17:53:15,1445584896,1234477056,2544922624,2448941056,1308823552,1281335296
2026-02-23 17:53:45,1454559232,1234501632,2545041408,2448977920,1308930048,1281462272
2026-02-23 17:54:15,1461833728,1234575360,2545242112,2449043456,1309159424,1281675264
2026-02-23 17:54:45,1364873216,1234587648,2545303552,2449084416,1309220864,1281740800
2026-02-23 17:55:15,1375817728,1234636800,2545389568,2449133568,1311408128,1281867776
2026-02-23 17:55:45,1383997440,1234677760,2545463296,2449178624,1311481856,1281933312
2026-02-23 17:56:15,1391878144,1234706432,2545508352,2449301504,1311543296,1284132864
2026-02-23 17:56:45,1403793408,1234731008,2545872896,2449354752,1311629312,1284263936
2026-02-23 17:57:15,1418842112,1234755584,2547826688,2449387520,1311744000,1284407296
2026-02-23 17:57:45,1433804800,1234804736,2547912704,2449678336,1311821824,1284476928
2026-02-23 17:58:15,1446596608,1234898944,2550145024,2451615744,1314050048,1284603904
2026-02-23 17:58:45,1463558144,1234915328,2550181888,2451640320,1314127872,1284620288
2026-02-23 17:59:15,1476870144,1237426176,2550517760,2451800064,1314353152,1287057408
2026-02-23 17:59:45,1389613056,1237241856,2550599680,2451877888,1314471936,1287176192
2026-02-23 18:00:15,1402535936,1237291008,2550779904,2451968000,1316745216,1287348224
2026-02-23 18:00:45,1419096064,1237401600,2553188352,2452066304,1316941824,1287630848
2026-02-23 18:01:15,1434738688,1237463040,2553409536,2452209664,1317179392,1289961472
2026-02-23 18:01:45,1445941248,1237524480,2553466880,2454355968,1317253120,1290027008
2026-02-23 18:02:15,1446133760,1237815296,2553552896,2454417408,1319436288,1290108928
2026-02-23 18:02:45,1448886272,1237630976,2553688064,2454515712,1319546880,1290203136
2026-02-23 18:03:15,1449439232,1237659648,2553995264,2454540288,1319866368,1292603392
2026-02-23 18:03:45,1452642304,1239789568,2554163200,2454777856,1320046592,1292779520
2026-02-23 18:04:15,1453117440,1239826432,2554404864,2456920064,1320316928,1293025280
2026-02-23 18:04:45,1453740032,1239834624,2554499072,2456977408,1322508288,1293160448
2026-02-23 18:05:15,1456762880,1239859200,2554613760,2456993792,1322618880,1295396864
2026-02-23 18:05:45,1457352704,1239875584,2554658816,2457014272,1322668032,1295454208
2026-02-23 18:06:15,1457430528,1239891968,2554675200,2457022464,1322700800,1295466496
2026-02-23 18:06:45,1457913856,1239904256,2554724352,2457128960,1322995712,1295486976
2026-02-23 18:07:15,1458835456,1239941120,2554814464,2461945856,1322762240,1295527936
2026-02-23 18:07:45,1459322880,1239969792,2557091840,2461974528,1323118592,1295966208
2026-02-23 18:08:15,1463099392,1240010752,2557284352,2462289920,1325207552,1295880192
2026-02-23 18:08:45,1464164352,1240039424,2557452288,2462064640,1325445120,1296052224
2026-02-23 18:09:15,1466302464,1240338432,2557816832,2462101504,1325690880,1296351232
2026-02-23 18:09:45,1467203584,1240383488,2557964288,2462420992,1325961216,1296580608
2026-02-23 18:10:15,1470017536,1240158208,2558296064,2462203904,1326047232,1298751488
