"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)"
2026-02-10 14:52:15,271 µs,780 µs,1.42 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 14:52:30,271 µs,780 µs,1.42 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 14:52:45,814 µs,1000 µs,2.17 ms,1.78 ms,0 s,0 s,0 s,0 s
2026-02-10 14:53:00,1.19 ms,1.81 ms,3.73 ms,1.78 ms,0 s,0 s,0 s,0 s
2026-02-10 14:53:15,1.88 ms,1.81 ms,3.73 ms,3.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:53:30,2.73 ms,1.81 ms,3.73 ms,3.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:53:45,2.20 ms,814 µs,1.56 ms,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:54:00,2.15 ms,678 µs,0 s,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:54:15,1.78 ms,678 µs,1.88 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:54:30,1.27 ms,678 µs,1.88 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 14:54:45,1.66 ms,1.76 ms,1.88 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 14:55:00,1.83 ms,1.08 ms,3.41 ms,2.95 ms,0 s,0 s,0 s,0 s
2026-02-10 14:55:15,1.93 ms,1.93 ms,1.53 ms,2.95 ms,0 s,0 s,0 s,0 s
2026-02-10 14:55:30,2.51 ms,1.93 ms,1.53 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:55:45,2.31 ms,847 µs,3.58 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:56:00,2.19 ms,1.59 ms,2.05 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:56:15,2.12 ms,746 µs,2.05 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:56:30,1.51 ms,746 µs,3.95 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:56:45,1.51 ms,1.69 ms,1.90 ms,3.68 ms,0 s,0 s,0 s,0 s
2026-02-10 14:57:00,1.53 ms,949 µs,2.46 ms,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 14:57:15,1.56 ms,949 µs,2.46 ms,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 14:57:30,1.46 ms,1.61 ms,559 µs,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 14:57:45,1.17 ms,661 µs,559 µs,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:58:00,712 µs,661 µs,627 µs,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:58:15,593 µs,661 µs,627 µs,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:58:30,424 µs,1.44 ms,627 µs,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 14:58:45,712 µs,1.44 ms,627 µs,3.14 ms,0 s,0 s,0 s,0 s
2026-02-10 14:59:00,1.10 ms,1.44 ms,492 µs,3.14 ms,0 s,0 s,0 s,0 s
2026-02-10 14:59:15,1.47 ms,1.44 ms,492 µs,3.14 ms,0 s,0 s,0 s,0 s
2026-02-10 14:59:30,1.78 ms,729 µs,492 µs,3.14 ms,0 s,0 s,0 s,0 s
2026-02-10 14:59:45,1.98 ms,1.93 ms,1.32 ms,949 µs,0 s,0 s,0 s,0 s
2026-02-10 15:00:00,1.81 ms,1.93 ms,831 µs,949 µs,0 s,0 s,0 s,0 s
2026-02-10 15:00:15,2.07 ms,1.20 ms,830 µs,949 µs,0 s,0 s,0 s,0 s
2026-02-10 15:00:30,1.98 ms,1.20 ms,1.88 ms,949 µs,0 s,0 s,0 s,0 s
2026-02-10 15:00:45,1.73 ms,1.05 ms,1.05 ms,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 15:01:00,1.86 ms,1.05 ms,1.05 ms,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 15:01:15,1.51 ms,1.05 ms,1.05 ms,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 15:01:30,1.51 ms,1.05 ms,0 s,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 15:01:45,1.54 ms,847 µs,492 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:02:00,1.56 ms,847 µs,492 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:02:15,1.61 ms,847 µs,492 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:02:30,1.66 ms,2.07 ms,915 µs,1.31 ms,0 s,0 s,0 s,0 s
2026-02-10 15:02:45,1.59 ms,1.22 ms,915 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 15:03:00,1.80 ms,2.34 ms,1.97 ms,627 µs,0 s,0 s,0 s,0 s
2026-02-10 15:03:15,1.92 ms,2.34 ms,1.97 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:03:30,1.76 ms,1.12 ms,1.05 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 15:03:45,1.64 ms,2.24 ms,1.68 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 15:04:00,1.68 ms,1.12 ms,627 µs,576 µs,0 s,0 s,0 s,0 s
2026-02-10 15:04:15,1.64 ms,1.12 ms,627 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:04:30,2.03 ms,1.12 ms,627 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 15:04:45,2.20 ms,661 µs,1.07 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 15:05:00,2.22 ms,1.53 ms,1.07 ms,3.00 ms,0 s,0 s,0 s,0 s
2026-02-10 15:05:15,2.46 ms,1.53 ms,1.69 ms,3.00 ms,0 s,0 s,0 s,0 s
2026-02-10 15:05:30,2.53 ms,1.53 ms,1.69 ms,2.19 ms,0 s,0 s,0 s,0 s
2026-02-10 15:05:45,3.66 ms,1.85 ms,2.81 ms,3.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:06:00,5.27 ms,1.83 ms,2.81 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 15:06:15,7.05 ms,1.83 ms,2.19 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 15:06:30,9.66 ms,1.83 ms,3.68 ms,3.47 ms,0 s,0 s,0 s,0 s
2026-02-10 15:06:45,7.81 ms,847 µs,1.49 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 15:07:00,6.22 ms,932 µs,1.49 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 15:07:15,4.39 ms,932 µs,1.49 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 15:07:30,1.41 ms,932 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:07:45,1.19 ms,1.85 ms,2.08 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 15:08:00,1.02 ms,915 µs,2.08 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 15:08:15,864 µs,915 µs,2.08 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 15:08:30,1.14 ms,915 µs,3.93 ms,3.29 ms,0 s,0 s,0 s,0 s
2026-02-10 15:08:45,1.19 ms,627 µs,1.85 ms,1.73 ms,0 s,0 s,0 s,0 s
2026-02-10 15:09:00,1.02 ms,627 µs,1.85 ms,1.73 ms,0 s,0 s,0 s,0 s
2026-02-10 15:09:15,746 µs,627 µs,3.19 ms,1.73 ms,0 s,0 s,0 s,0 s
2026-02-10 15:09:30,695 µs,1.51 ms,1.34 ms,1.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:09:45,610 µs,881 µs,1.34 ms,1.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:10:00,1.15 ms,881 µs,2.78 ms,1.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:10:15,1.59 ms,2.12 ms,1.44 ms,1.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:10:30,1.66 ms,1.24 ms,1.44 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 15:10:45,1.49 ms,1.24 ms,1.44 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 15:11:00,1.36 ms,1.24 ms,1.37 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 15:11:15,1.37 ms,898 µs,1.37 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 15:11:30,1.44 ms,898 µs,1.37 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:11:45,1.69 ms,898 µs,1.37 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 15:12:00,1.83 ms,2.31 ms,2.15 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 15:12:15,1.73 ms,1.41 ms,2.15 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 15:12:30,1.66 ms,1.41 ms,2.15 ms,3.64 ms,0 s,0 s,0 s,0 s
2026-02-10 15:12:45,1.49 ms,2.36 ms,3.73 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:13:00,1.46 ms,949 µs,1.58 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:13:15,1.42 ms,949 µs,1.58 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:13:30,1.44 ms,949 µs,1.58 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:13:45,1.39 ms,1.31 ms,1.90 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:14:00,1.95 ms,1.31 ms,1.90 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:14:15,1.97 ms,1.31 ms,1.90 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:14:30,1.61 ms,2.17 ms,1.90 ms,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:14:45,915 µs,864 µs,1.54 ms,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:15:00,1.10 ms,1.73 ms,1.54 ms,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:15:15,1.27 ms,1.73 ms,3.39 ms,3.05 ms,0 s,0 s,0 s,0 s
2026-02-10 15:15:30,1.64 ms,864 µs,3.39 ms,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 15:15:45,2.58 ms,2.19 ms,1.85 ms,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 15:16:00,2.46 ms,1.32 ms,3.49 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 15:16:15,2.44 ms,1.32 ms,1.64 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 15:16:30,2.36 ms,1.32 ms,1.64 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 15:16:45,1.83 ms,1.75 ms,4.02 ms,4.36 ms,0 s,0 s,0 s,0 s
2026-02-10 15:17:00,1.98 ms,2.98 ms,2.37 ms,2.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:17:15,2.00 ms,2.98 ms,2.37 ms,2.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:17:30,2.19 ms,2.98 ms,3.75 ms,2.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:17:45,1.92 ms,2.22 ms,1.37 ms,2.31 ms,0 s,0 s,0 s,0 s
2026-02-10 15:18:00,1.75 ms,983 µs,1.37 ms,2.31 ms,0 s,0 s,0 s,0 s
2026-02-10 15:18:15,1.93 ms,983 µs,1.37 ms,2.31 ms,0 s,0 s,0 s,0 s
2026-02-10 15:18:30,1.90 ms,983 µs,2.53 ms,2.31 ms,0 s,0 s,0 s,0 s
2026-02-10 15:18:45,2.00 ms,1.63 ms,2.53 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 15:19:00,1.98 ms,1.63 ms,2.53 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 15:19:15,1.73 ms,1.63 ms,3.20 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 15:19:30,1.58 ms,1.63 ms,678 µs,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 15:19:45,1.83 ms,881 µs,678 µs,2.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:20:00,1.36 ms,881 µs,678 µs,2.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:20:15,932 µs,881 µs,661 µs,2.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:20:30,830 µs,2.10 ms,661 µs,2.92 ms,0 s,0 s,0 s,0 s
2026-02-10 15:20:45,508 µs,1.22 ms,661 µs,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:21:00,847 µs,1.22 ms,661 µs,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:21:15,1.37 ms,2.27 ms,627 µs,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:21:30,1.49 ms,1.05 ms,627 µs,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:21:45,1.58 ms,1.05 ms,627 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:22:00,1.71 ms,1.05 ms,627 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:22:15,1.78 ms,695 µs,542 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:22:30,1.78 ms,695 µs,542 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:22:45,1.59 ms,695 µs,542 µs,830 µs,0 s,0 s,0 s,0 s
2026-02-10 15:23:00,1.61 ms,1.68 ms,542 µs,831 µs,0 s,0 s,0 s,0 s
2026-02-10 15:23:15,1.63 ms,983 µs,780 µs,831 µs,0 s,0 s,0 s,0 s
2026-02-10 15:23:30,1.92 ms,983 µs,780 µs,831 µs,0 s,0 s,0 s,0 s
2026-02-10 15:23:45,1.83 ms,2.36 ms,780 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 15:24:00,1.85 ms,1.37 ms,1.59 ms,695 µs,0 s,0 s,0 s,0 s
2026-02-10 15:24:15,2.32 ms,1.37 ms,813 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 15:24:30,2.13 ms,2.36 ms,813 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 15:24:45,2.63 ms,983 µs,796 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 15:25:00,2.95 ms,2.78 ms,797 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 15:25:15,2.76 ms,2.78 ms,1.58 ms,932 µs,0 s,0 s,0 s,0 s
2026-02-10 15:25:30,3.51 ms,1.80 ms,1.58 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 15:25:45,2.56 ms,4.08 ms,780 µs,729 µs,0 s,0 s,0 s,0 s
2026-02-10 15:26:00,2.17 ms,2.29 ms,780 µs,729 µs,0 s,0 s,0 s,0 s
2026-02-10 15:26:15,1.39 ms,2.29 ms,559 µs,729 µs,0 s,0 s,0 s,0 s
2026-02-10 15:26:30,305 µs,2.29 ms,559 µs,746 µs,0 s,0 s,0 s,0 s
2026-02-10 15:26:45,915 µs,1.85 ms,559 µs,746 µs,0 s,0 s,0 s,0 s
2026-02-10 15:27:00,1.24 ms,1.85 ms,559 µs,746 µs,0 s,0 s,0 s,0 s
2026-02-10 15:27:15,2.00 ms,1.85 ms,0 s,746 µs,0 s,0 s,0 s,0 s
2026-02-10 15:27:30,2.51 ms,1.85 ms,695 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:27:45,2.25 ms,2.54 ms,695 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 15:28:00,1.98 ms,2.54 ms,695 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 15:28:15,2.05 ms,2.54 ms,627 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 15:28:30,2.25 ms,3.64 ms,627 µs,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 15:28:45,2.42 ms,1.10 ms,627 µs,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 15:29:00,2.53 ms,1.10 ms,1.37 ms,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 15:29:15,2.37 ms,2.36 ms,746 µs,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 15:29:30,2.05 ms,1.25 ms,746 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:29:45,1.90 ms,1.25 ms,746 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:30:00,1.81 ms,2.19 ms,1.85 ms,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:30:15,1.90 ms,932 µs,1.85 ms,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:30:30,1.90 ms,932 µs,1.85 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:30:45,1.97 ms,932 µs,1.85 ms,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:31:00,3.85 ms,4.32 ms,1.44 ms,915 µs,0 s,0 s,0 s,0 s
2026-02-10 15:31:15,5.75 ms,4.32 ms,1.44 ms,2.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:31:30,7.70 ms,4.32 ms,1.44 ms,2.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:31:45,8.10 ms,5.90 ms,3.54 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:32:00,5.51 ms,1.58 ms,2.10 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 15:32:15,3.34 ms,1.58 ms,2.10 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:32:30,2.54 ms,1.58 ms,2.10 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:32:45,1.54 ms,695 µs,2.58 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:33:00,1.54 ms,695 µs,2.58 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 15:33:15,1.54 ms,695 µs,2.58 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:33:30,203 µs,695 µs,2.58 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 15:33:45,203 µs,915 µs,1.37 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 15:34:00,203 µs,915 µs,1.37 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 15:34:15,203 µs,915 µs,1.37 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 15:34:30,237 µs,915 µs,1.37 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:34:45,237 µs,949 µs,3.07 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 15:35:00,237 µs,949 µs,3.07 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 15:35:15,525 µs,949 µs,3.07 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 15:35:30,288 µs,1.73 ms,3.07 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 15:35:45,1.03 ms,780 µs,1.25 ms,1.49 ms,0 s,0 s,0 s,0 s
2026-02-10 15:36:00,1.59 ms,2.08 ms,1.25 ms,1.49 ms,0 s,0 s,0 s,0 s
2026-02-10 15:36:15,1.98 ms,2.08 ms,1.25 ms,1.49 ms,0 s,0 s,0 s,0 s
2026-02-10 15:36:30,2.63 ms,1.31 ms,2.76 ms,3.12 ms,0 s,0 s,0 s,0 s
2026-02-10 15:36:45,2.17 ms,2.54 ms,1.51 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 15:37:00,1.92 ms,1.24 ms,1.51 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 15:37:15,1.54 ms,1.24 ms,1.51 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 15:37:30,1.19 ms,1.24 ms,0 s,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 15:37:45,1.17 ms,2.31 ms,1.12 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 15:38:00,1.17 ms,2.31 ms,1.12 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 15:38:15,1.32 ms,2.31 ms,1.12 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 15:38:30,1.32 ms,2.31 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:38:45,1.27 ms,881 µs,1.69 ms,1.93 ms,0 s,0 s,0 s,0 s
2026-02-10 15:39:00,1.34 ms,881 µs,1.69 ms,1.93 ms,0 s,0 s,0 s,0 s
2026-02-10 15:39:15,1.15 ms,881 µs,1.69 ms,1.93 ms,0 s,0 s,0 s,0 s
2026-02-10 15:39:30,1.17 ms,881 µs,1.69 ms,1.93 ms,0 s,0 s,0 s,0 s
2026-02-10 15:39:45,2.12 ms,915 µs,1.31 ms,7.53 ms,0 s,0 s,0 s,0 s
2026-02-10 15:40:00,2.15 ms,1.61 ms,2.69 ms,7.53 ms,0 s,0 s,0 s,0 s
2026-02-10 15:40:15,2.24 ms,1.61 ms,2.69 ms,8.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:40:30,2.56 ms,1.61 ms,1.39 ms,8.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:40:45,1.39 ms,695 µs,1.39 ms,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:41:00,1.10 ms,932 µs,0 s,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:41:15,644 µs,932 µs,1.37 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:41:30,695 µs,932 µs,1.37 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 15:41:45,898 µs,932 µs,1.37 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 15:42:00,1.15 ms,1.12 ms,2.54 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 15:42:15,1.59 ms,1.12 ms,1.17 ms,2.46 ms,0 s,0 s,0 s,0 s
2026-02-10 15:42:30,1.47 ms,2.07 ms,1.17 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:42:45,1.61 ms,2.07 ms,2.47 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:43:00,1.71 ms,949 µs,1.31 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 15:43:15,1.81 ms,1.75 ms,1.31 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 15:43:30,1.68 ms,797 µs,3.20 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 15:43:45,1.51 ms,797 µs,1.90 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 15:44:00,1.58 ms,797 µs,1.90 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 15:44:15,1.32 ms,881 µs,1.90 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 15:44:30,1.36 ms,881 µs,508 µs,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 15:44:45,1.76 ms,1.66 ms,508 µs,2.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:45:00,1.63 ms,1.66 ms,1.07 ms,2.98 ms,0 s,0 s,0 s,0 s
2026-02-10 15:45:15,1.88 ms,780 µs,1.07 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 15:45:30,1.95 ms,780 µs,559 µs,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 15:45:45,1.63 ms,746 µs,559 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 15:46:00,1.73 ms,746 µs,0 s,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 15:46:15,1.47 ms,746 µs,525 µs,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 15:46:30,1.07 ms,1.51 ms,525 µs,2.42 ms,0 s,0 s,0 s,0 s
2026-02-10 15:46:45,1.20 ms,763 µs,1.66 ms,3.29 ms,0 s,0 s,0 s,0 s
2026-02-10 15:47:00,1.22 ms,2.15 ms,1.66 ms,864 µs,0 s,0 s,0 s,0 s
2026-02-10 15:47:15,1.51 ms,2.15 ms,1.14 ms,864 µs,0 s,0 s,0 s,0 s
2026-02-10 15:47:30,2.05 ms,1.39 ms,1.14 ms,864 µs,0 s,0 s,0 s,0 s
2026-02-10 15:47:45,1.88 ms,2.32 ms,576 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 15:48:00,1.86 ms,932 µs,576 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 15:48:15,1.75 ms,932 µs,576 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 15:48:30,1.46 ms,932 µs,576 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 15:48:45,1.44 ms,1000 µs,814 µs,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 15:49:00,1.32 ms,1000 µs,814 µs,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 15:49:15,1.41 ms,1000 µs,814 µs,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 15:49:30,1.61 ms,7.30 ms,1.25 ms,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 15:49:45,1.63 ms,6.30 ms,441 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:50:00,1.83 ms,13.2 ms,441 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:50:15,1.80 ms,13.2 ms,1.31 ms,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:50:30,1.76 ms,6.93 ms,864 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 15:50:45,1.64 ms,6.93 ms,864 µs,525 µs,0 s,0 s,0 s,0 s
2026-02-10 15:51:00,1.61 ms,2.78 ms,864 µs,525 µs,0 s,0 s,0 s,0 s
2026-02-10 15:51:15,1.64 ms,2.78 ms,797 µs,525 µs,0 s,0 s,0 s,0 s
2026-02-10 15:51:30,1.58 ms,2.78 ms,797 µs,525 µs,0 s,0 s,0 s,0 s
2026-02-10 15:51:45,1.49 ms,2.78 ms,797 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 15:52:00,1.12 ms,2.93 ms,797 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 15:52:15,1.05 ms,2.93 ms,746 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 15:52:30,1.05 ms,2.93 ms,746 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 15:52:45,1.22 ms,5.53 ms,746 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:53:00,1.68 ms,2.59 ms,746 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:53:15,1.73 ms,2.59 ms,864 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:53:30,1.88 ms,5.63 ms,864 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 15:53:45,1.78 ms,3.03 ms,1.63 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 15:54:00,1.68 ms,3.03 ms,763 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 15:54:15,1.80 ms,6.98 ms,763 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 15:54:30,1.76 ms,3.95 ms,763 µs,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 15:54:45,1.97 ms,6.73 ms,1.02 ms,831 µs,0 s,0 s,0 s,0 s
2026-02-10 15:55:00,1.97 ms,6.73 ms,1.02 ms,831 µs,0 s,0 s,0 s,0 s
2026-02-10 15:55:15,2.14 ms,2.78 ms,1.02 ms,1.71 ms,0 s,0 s,0 s,0 s
