"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)"
2026-02-10 13:04:00,2.27 ms,2.17 ms,712 µs,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:04:15,1.97 ms,2.17 ms,712 µs,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:04:30,1.54 ms,2.17 ms,1.69 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:04:45,1.64 ms,1.20 ms,983 µs,1.36 ms,0 s,0 s,0 s,0 s
2026-02-10 13:05:00,1.44 ms,1.27 ms,983 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:05:15,1.81 ms,1.27 ms,983 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:05:30,2.03 ms,1.27 ms,780 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:05:45,2.36 ms,2.56 ms,780 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:06:00,2.19 ms,1.29 ms,780 µs,729 µs,0 s,0 s,0 s,0 s
2026-02-10 13:06:15,2.29 ms,1.29 ms,780 µs,729 µs,0 s,0 s,0 s,0 s
2026-02-10 13:06:30,2.53 ms,2.44 ms,1.39 ms,729 µs,0 s,0 s,0 s,0 s
2026-02-10 13:06:45,2.08 ms,1.15 ms,1.39 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:07:00,2.00 ms,1.15 ms,2.10 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:07:15,1.71 ms,1.15 ms,2.10 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:07:30,1.36 ms,2.00 ms,712 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:07:45,1.27 ms,2.00 ms,712 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 13:08:00,1.46 ms,2.00 ms,0 s,932 µs,0 s,0 s,0 s,0 s
2026-02-10 13:08:15,1.44 ms,2.98 ms,932 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 13:08:30,1.39 ms,983 µs,932 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 13:08:45,1.46 ms,983 µs,932 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:09:00,1.37 ms,983 µs,932 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:09:15,1.41 ms,881 µs,678 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:09:30,1.53 ms,881 µs,678 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:09:45,1.14 ms,881 µs,678 µs,2.36 ms,0 s,0 s,0 s,0 s
2026-02-10 13:10:00,1.05 ms,1.78 ms,1.44 ms,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:10:15,1.32 ms,898 µs,763 µs,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:10:30,1.39 ms,898 µs,763 µs,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:10:45,1.85 ms,2.25 ms,3.29 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:11:00,2.03 ms,1.36 ms,2.53 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:11:15,8.51 ms,1.36 ms,2.53 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:11:30,10.8 ms,5.03 ms,4.69 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 13:11:45,12.2 ms,3.68 ms,2.17 ms,3.42 ms,0 s,0 s,0 s,0 s
2026-02-10 13:12:00,14.1 ms,3.68 ms,2.17 ms,3.42 ms,0 s,0 s,0 s,0 s
2026-02-10 13:12:15,7.29 ms,4.90 ms,2.17 ms,3.42 ms,0 s,0 s,0 s,0 s
2026-02-10 13:12:30,6.14 ms,1.22 ms,2.37 ms,3.42 ms,0 s,0 s,0 s,0 s
2026-02-10 13:12:45,3.98 ms,3.36 ms,2.37 ms,2.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:13:00,2.49 ms,3.36 ms,3.90 ms,2.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:13:15,2.68 ms,2.14 ms,3.90 ms,4.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:13:30,1.53 ms,3.46 ms,1.53 ms,4.24 ms,0 s,0 s,0 s,0 s
2026-02-10 13:13:45,1.42 ms,1.32 ms,4.25 ms,2.00 ms,0 s,0 s,0 s,0 s
2026-02-10 13:14:00,1.49 ms,1.32 ms,2.73 ms,2.00 ms,0 s,0 s,0 s,0 s
2026-02-10 13:14:15,1.51 ms,2.36 ms,2.73 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:14:30,1.34 ms,1.03 ms,4.83 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:14:45,1.29 ms,2.29 ms,2.10 ms,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:15:00,1.20 ms,2.29 ms,2.10 ms,4.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:15:15,814 µs,1.25 ms,2.10 ms,2.00 ms,0 s,0 s,0 s,0 s
2026-02-10 13:15:30,729 µs,1.25 ms,1.93 ms,2.00 ms,0 s,0 s,0 s,0 s
2026-02-10 13:15:45,780 µs,864 µs,1.93 ms,4.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:16:00,898 µs,864 µs,1.93 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:16:15,1.49 ms,864 µs,3.49 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:16:30,1.64 ms,2.03 ms,1.56 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:16:45,1.59 ms,1.17 ms,1.56 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:17:00,1.58 ms,1.17 ms,1.56 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:17:15,1.36 ms,2.17 ms,1.27 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:17:30,1.25 ms,1000 µs,1.27 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 13:17:45,1.34 ms,1000 µs,1.27 ms,5.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:18:00,1.29 ms,2.07 ms,3.00 ms,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:18:15,1.20 ms,1.07 ms,1.73 ms,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:18:30,1.20 ms,1.07 ms,1.73 ms,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:18:45,1.22 ms,2.78 ms,3.39 ms,3.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:19:00,1.53 ms,1.71 ms,1.66 ms,3.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:19:15,1.71 ms,1.71 ms,1.66 ms,3.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:19:30,1.83 ms,3.20 ms,3.08 ms,3.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:19:45,2.15 ms,1.49 ms,1.42 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:20:00,1.78 ms,1.49 ms,1.42 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:20:15,1.63 ms,2.88 ms,1.42 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:20:30,1.47 ms,1.39 ms,1.19 ms,3.97 ms,0 s,0 s,0 s,0 s
2026-02-10 13:20:45,949 µs,3.05 ms,1.19 ms,2.08 ms,0 s,0 s,0 s,0 s
2026-02-10 13:21:00,627 µs,3.05 ms,1.19 ms,2.08 ms,0 s,0 s,0 s,0 s
2026-02-10 13:21:15,322 µs,1.66 ms,2.80 ms,2.08 ms,0 s,0 s,0 s,0 s
2026-02-10 13:21:30,627 µs,1.66 ms,1.61 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:21:45,1000 µs,1.19 ms,1.61 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 13:22:00,1.36 ms,1.19 ms,1.61 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 13:22:15,1.58 ms,1.19 ms,2.05 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 13:22:30,1.41 ms,1.19 ms,2.05 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 13:22:45,1.25 ms,1.10 ms,2.05 ms,2.58 ms,0 s,0 s,0 s,0 s
2026-02-10 13:23:00,1.25 ms,1.10 ms,3.63 ms,2.58 ms,0 s,0 s,0 s,0 s
2026-02-10 13:23:15,1.22 ms,1.10 ms,1.58 ms,2.58 ms,0 s,0 s,0 s,0 s
2026-02-10 13:23:30,1.37 ms,1.10 ms,1.58 ms,2.58 ms,0 s,0 s,0 s,0 s
2026-02-10 13:23:45,1.49 ms,1.42 ms,2.25 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:24:00,1.47 ms,1.42 ms,678 µs,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:24:15,1.56 ms,1.42 ms,678 µs,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:24:30,1.53 ms,2.58 ms,678 µs,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:24:45,1.41 ms,1.15 ms,661 µs,2.56 ms,0 s,0 s,0 s,0 s
2026-02-10 13:25:00,1.34 ms,1.15 ms,661 µs,2.56 ms,0 s,0 s,0 s,0 s
2026-02-10 13:25:15,1.20 ms,0 s,661 µs,2.56 ms,0 s,0 s,0 s,0 s
2026-02-10 13:25:30,1.10 ms,1.31 ms,661 µs,2.56 ms,0 s,0 s,0 s,0 s
2026-02-10 13:25:45,1.22 ms,1.31 ms,0 s,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:26:00,1.22 ms,1.31 ms,966 µs,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:26:15,1.17 ms,1.08 ms,966 µs,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:26:30,1.02 ms,1.08 ms,966 µs,2.81 ms,0 s,0 s,0 s,0 s
2026-02-10 13:26:45,949 µs,1.08 ms,2.15 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:27:00,1.34 ms,2.76 ms,1.19 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:27:15,1.37 ms,1.68 ms,1.19 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:27:30,1.78 ms,1.68 ms,1.19 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 13:27:45,1.59 ms,1.68 ms,593 µs,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 13:28:00,1.39 ms,1.15 ms,593 µs,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 13:28:15,1.75 ms,1.15 ms,593 µs,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 13:28:30,1.56 ms,1.15 ms,593 µs,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 13:28:45,1.68 ms,2.63 ms,763 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 13:29:00,1.68 ms,1.47 ms,763 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 13:29:15,1.54 ms,1.47 ms,763 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 13:29:30,1.92 ms,1.47 ms,763 µs,712 µs,0 s,0 s,0 s,0 s
2026-02-10 13:29:45,1.93 ms,1.44 ms,814 µs,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:30:00,1.88 ms,1.44 ms,814 µs,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:30:15,1.78 ms,1.44 ms,814 µs,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:30:30,1.36 ms,2.66 ms,1.49 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 13:30:45,1.24 ms,1.22 ms,678 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:31:00,1.34 ms,2.22 ms,678 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:31:15,1.44 ms,2.22 ms,1.20 ms,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:31:30,1.59 ms,1000 µs,525 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:31:45,1.56 ms,2.00 ms,525 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 13:32:00,1.07 ms,1000 µs,949 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 13:32:15,1.24 ms,1000 µs,424 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 13:32:30,1.37 ms,1000 µs,424 µs,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 13:32:45,1.76 ms,898 µs,830 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 13:33:00,2.20 ms,898 µs,407 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 13:33:15,2.31 ms,2.03 ms,407 µs,1.19 ms,0 s,0 s,0 s,0 s
2026-02-10 13:33:30,2.14 ms,2.03 ms,407 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 13:33:45,1.71 ms,1.14 ms,661 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 13:34:00,1.44 ms,1.14 ms,661 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 13:34:15,1.24 ms,1.37 ms,661 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:34:30,1.34 ms,1.37 ms,661 µs,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:34:45,2.93 ms,6.15 ms,1.98 ms,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:35:00,5.14 ms,6.15 ms,1.98 ms,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:35:15,6.47 ms,4.78 ms,1.98 ms,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:35:30,7.86 ms,4.78 ms,4.07 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:35:45,5.32 ms,5.46 ms,2.08 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:36:00,4.03 ms,5.46 ms,2.08 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:36:15,2.39 ms,5.46 ms,2.08 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 13:36:30,1.22 ms,9.98 ms,2.03 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 13:36:45,1.19 ms,4.53 ms,2.03 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 13:37:00,1.17 ms,4.53 ms,2.03 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 13:37:15,915 µs,4.53 ms,3.61 ms,3.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:37:30,508 µs,3.36 ms,1.58 ms,3.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:37:45,339 µs,3.36 ms,1.58 ms,3.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:38:00,186 µs,3.36 ms,1.58 ms,3.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:38:15,186 µs,3.36 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:38:30,576 µs,3.51 ms,1.98 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:38:45,390 µs,3.51 ms,1.98 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:39:00,390 µs,3.51 ms,1.98 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 13:39:15,847 µs,6.85 ms,1.51 ms,3.85 ms,0 s,0 s,0 s,0 s
2026-02-10 13:39:30,830 µs,3.34 ms,1.51 ms,1.97 ms,0 s,0 s,0 s,0 s
2026-02-10 13:39:45,1.14 ms,7.59 ms,3.56 ms,1.97 ms,0 s,0 s,0 s,0 s
2026-02-10 13:40:00,1.78 ms,7.59 ms,3.56 ms,3.76 ms,0 s,0 s,0 s,0 s
2026-02-10 13:40:15,1.61 ms,4.25 ms,2.05 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 13:40:30,1.42 ms,4.25 ms,2.05 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 13:40:45,1.53 ms,3.14 ms,1.49 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 13:41:00,1.20 ms,3.14 ms,1.49 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:41:15,1.27 ms,3.14 ms,1.49 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:41:30,1.41 ms,6.85 ms,2.95 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 13:41:45,1.42 ms,7.07 ms,1.46 ms,3.83 ms,0 s,0 s,0 s,0 s
2026-02-10 13:42:00,1.44 ms,7.07 ms,1.46 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 13:42:15,1.59 ms,7.07 ms,3.39 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 13:42:30,1.54 ms,3.36 ms,1.93 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 13:42:45,1.31 ms,5.78 ms,1.93 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 13:43:00,1.34 ms,5.78 ms,1.93 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 13:43:15,1.25 ms,5.78 ms,1.37 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 13:43:30,1.22 ms,5.78 ms,1.37 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 13:43:45,1.19 ms,3.44 ms,1.37 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:44:00,1.41 ms,3.44 ms,1.37 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 13:44:15,1.24 ms,3.44 ms,1.49 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 13:44:30,881 µs,3.44 ms,1.49 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 13:44:45,695 µs,2.92 ms,1.49 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 13:45:00,458 µs,2.92 ms,2.81 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 13:45:15,678 µs,5.49 ms,1.32 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 13:45:30,1.15 ms,5.49 ms,1.32 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 13:45:45,1.34 ms,2.58 ms,1.32 ms,4.22 ms,0 s,0 s,0 s,0 s
2026-02-10 13:46:00,1.47 ms,2.58 ms,0 s,2.36 ms,0 s,0 s,0 s,0 s
2026-02-10 13:46:15,1.47 ms,2.90 ms,0 s,2.36 ms,0 s,0 s,374 ms,0 s
2026-02-10 13:46:30,1.27 ms,2.90 ms,0 s,2.36 ms,0 s,0 s,374 ms,0 s
2026-02-10 13:46:45,1.22 ms,2.90 ms,0 s,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 13:47:00,1.44 ms,2.91 ms,594 µs,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 13:47:15,1.58 ms,0 s,593 µs,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 13:47:30,1.71 ms,17.8 ms,593 µs,2.49 ms,0 s,394 ms,0 s,0 s
2026-02-10 13:47:45,2.12 ms,18.3 ms,898 µs,0 s,0 s,394 ms,0 s,0 s
