Time,"__name__=""dockerstats_memory_usage_bytes"",id=""28705afdbca8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""368735e63803"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""8ec034c1818e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""a1f0b4dd9f82"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""a269273980e4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""b56998031a7f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""bba2155de402"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""c0c8ee8b8a67"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2"""
2026-03-16 19:40:24,,2085629952,2088058880,,3316809728,,3254120448,
2026-03-16 19:40:54,,2092834816,2097319936,,3331006464,,3260895232,
2026-03-16 19:41:24,,2094903296,2098819072,,3342086144,,3270373376,
2026-03-16 19:41:54,,2095636480,2100121600,,3353436160,,3281473536,
2026-03-16 19:42:24,,2102992896,2103271424,,3359571968,,3290386432,
2026-03-16 19:42:54,,2109652992,2109833216,,3387355136,,3307569152,
2026-03-16 19:43:24,,2110562304,2110726144,,3399004160,,3325038592,
2026-03-16 19:43:54,,2113073152,2120200192,,3407769600,,3335577600,
2026-03-16 19:44:24,,2113171456,2121330688,,3322109952,,3349282816,
2026-03-16 19:44:54,,2125131776,2123534336,,3333365760,,3363819520,
2026-03-16 19:45:24,,2126426112,2124763136,,3345358848,,3369156608,
2026-03-16 19:45:54,,2138619904,2131693568,,3358625792,,3284144128,
2026-03-16 19:46:24,,2140344320,2133450752,,3367899136,,3289452544,
2026-03-16 19:46:54,,2142658560,2137812992,,3382898688,,3301109760,
2026-03-16 19:47:24,,2143973376,2147475456,,3400380416,,3316068352,
2026-03-16 19:47:54,,2145161216,2149179392,,3419291648,,3333259264,
2026-03-16 19:48:24,,2161115136,2159710208,,3430916096,,3348504576,
2026-03-16 19:48:54,,2162016256,2160361472,,3443068928,,3359485952,
2026-03-16 19:49:24,,2174468096,2161655808,,3454132224,,3372027904,
2026-03-16 19:49:54,,2178887680,2176503808,,3461701632,,3380764672,
2026-03-16 19:50:24,,2179866624,2177740800,,3471097856,,3391795200,
2026-03-16 19:50:54,,2181849088,2180698112,,3481985024,,3390947328,
2026-03-16 19:51:24,,2184015872,2187792384,,3491667968,,3418124288,
2026-03-16 19:51:54,,2190876672,2189553664,,3407699968,,3434029056,
2026-03-16 19:52:24,,2191646720,2190704640,,3419643904,,3445731328,
2026-03-16 19:52:54,,2192273408,2191257600,,3427041280,,3361296384,
2026-03-16 19:53:24,,2194087936,2199375872,,3433406464,,3369451520,
2026-03-16 19:53:54,,2203619328,2202005504,,3445100544,,3380617216,
2026-03-16 19:54:24,,2204831744,2208280576,,3451768832,,3394179072,
2026-03-16 19:54:54,,2209538048,2208509952,,3466330112,,3402432512,
2026-03-16 19:55:24,,2209751040,2214064128,,3481911296,,3414241280,
2026-03-16 19:55:54,,2211074048,2215862272,,3496964096,,3425144832,
2026-03-16 19:56:24,,2220081152,2223271936,,3503341568,,3429416960,
2026-03-16 19:56:54,,2221113344,2227408896,,3515027456,,3433271296,
2026-03-16 19:57:24,,2222673920,2228154368,,3522990080,,3441029120,
2026-03-16 19:57:54,,2229215232,2228891648,,3535691776,,3448356864,
2026-03-16 19:58:24,,2230890496,2237542400,,3543318528,,3456409600,
2026-03-16 19:58:54,,2232557568,2240524288,,3550621696,,3462144000,
2026-03-16 19:59:24,,2232631296,2254700544,,3476860928,,3492974592,
2026-03-16 19:59:54,,2243436544,2255892480,,3489370112,,3513774080,
2026-03-16 20:00:24,,2246598656,2258321408,,3500417024,,3433943040,
2026-03-16 20:00:54,,2247434240,2261200896,,3507269632,,3443728384,
2026-03-16 20:01:24,,2249084928,2262286336,,3519045632,,3463393280,
2026-03-16 20:01:54,,2265759744,2274050048,,3529195520,,3480997888,
2026-03-16 20:02:24,,2267447296,2275241984,,3538456576,,3488456704,
2026-03-16 20:02:54,,2271436800,2280022016,,3547201536,,3495976960,
2026-03-16 20:03:24,,2273177600,2281058304,,3562504192,,3500752896,
2026-03-16 20:03:54,,2280873984,2292998144,,3586281472,,3511083008,
2026-03-16 20:04:24,,2281402368,2292703232,,3606200320,,3520045056,
2026-03-16 20:04:54,,2284490752,2294575104,,3535761408,,3530153984,
2026-03-16 20:05:24,,2295934976,2296365056,,3556618240,,3539501056,
2026-03-16 20:05:54,,2301386752,2307399680,,3575296000,,3552600064,
2026-03-16 20:06:24,,2302889984,2308976640,,3583725568,,3562106880,
2026-03-16 20:06:54,,2304057344,2320973824,,3593760768,,3568619520,
2026-03-16 20:07:24,,2304610304,2321510400,,3605086208,,3573710848,
2026-03-16 20:07:54,,2320252928,2322628608,,3611226112,,3581579264,
2026-03-16 20:08:24,,2321895424,2324283392,,3622338560,,3583938560,
2026-03-16 20:08:54,,2323759104,2325897216,,3633491968,,3585130496,
2026-03-16 20:09:24,,2324099072,2326417408,,3640844288,,3589316608,
2026-03-16 20:09:54,,2324627456,2326921216,,3648344064,,3592204288,
2026-03-16 20:10:24,,2325065728,2327355392,,3654414336,,3598585856,
2026-03-16 20:10:54,,2326581248,2328612864,,3661651968,,3603537920,
2026-03-16 20:11:24,,2326450176,2336411648,,3664457728,,3608805376,
2026-03-16 20:11:54,,2327015424,2336587776,,3668930560,,3612110848,
2026-03-16 20:12:24,,2335657984,2338328576,,3675111424,,3522924544,
2026-03-16 20:12:54,,2336321536,2343866368,,3678674944,,3526914048,
2026-03-16 20:13:24,,2338525184,2346098688,,3685957632,,3536998400,
2026-03-16 20:13:54,,2347941888,2349244416,,3604168704,,3548127232,
2026-03-16 20:14:24,,2349293568,2358333440,,3620683776,,3556007936,
2026-03-16 20:14:54,,2351378432,2360066048,,3627925504,,3565346816,
2026-03-16 20:15:24,,2353766400,2362892288,,3634397184,,3575353344,
2026-03-16 20:15:54,,2363047936,2372009984,,3641499648,,3582611456,
2026-03-16 20:16:24,,2363367424,2372112384,,3657764864,,3599962112,
2026-03-16 20:16:54,,0,0,,0,,0,
2026-03-16 20:17:24,727248896,,,1253711872,,769216512,,1151090688
2026-03-16 20:17:54,900382720,,,2310144000,,1324474368,,1734074368
2026-03-16 20:18:24,1422745600,,,2446671872,,2205343744,,2935476224
2026-03-16 20:18:54,1426382848,,,3414188032,,2620755968,,2950295552
2026-03-16 20:19:24,1429172224,,,4051562496,,2627330048,,2955317248
2026-03-16 20:19:54,1443897344,,,4071555072,,2629996544,,4346900480
2026-03-16 20:20:24,1447989248,,,4095926272,,2633744384,,4393181184
2026-03-16 20:20:54,1449684992,,,4132405248,,2633011200,,4406988800
2026-03-16 20:21:24,1452986368,,,4393701376,,2633457664,,4414439424
2026-03-16 20:21:54,1453436928,,,4409565184,,2633740288,,4434423808
2026-03-16 20:22:24,1634238464,,,4396400640,,2633863168,,4471431168
