"Time","rskj-miner1","rskj-miner2","rskj-node2","rskj-miner4","rskj-miner3","rskj-node1"
2026-02-11 12:31:00,3.15 GiB,3.19 GiB,3.36 GiB,3.18 GiB,3.21 GiB,3.14 GiB
2026-02-11 12:32:00,3.11 GiB,2.95 GiB,3.36 GiB,3.12 GiB,3.21 GiB,3.14 GiB
2026-02-11 12:33:00,3.11 GiB,2.86 GiB,3.35 GiB,3.08 GiB,3.22 GiB,3.14 GiB
2026-02-11 12:34:00,3.11 GiB,2.81 GiB,3.36 GiB,3.06 GiB,3.22 GiB,3.14 GiB
2026-02-11 12:35:00,3.11 GiB,2.80 GiB,3.36 GiB,3.03 GiB,3.22 GiB,3.15 GiB
2026-02-11 12:36:00,3.12 GiB,2.80 GiB,3.36 GiB,3.02 GiB,3.23 GiB,3.15 GiB
2026-02-11 12:37:00,3.13 GiB,2.81 GiB,3.36 GiB,2.99 GiB,3.23 GiB,3.15 GiB
2026-02-11 12:38:00,3.14 GiB,2.81 GiB,3.36 GiB,2.99 GiB,3.23 GiB,3.15 GiB
2026-02-11 12:39:00,3.15 GiB,2.81 GiB,3.36 GiB,2.99 GiB,3.23 GiB,3.15 GiB
2026-02-11 12:40:00,3.16 GiB,2.82 GiB,3.36 GiB,2.99 GiB,3.24 GiB,3.16 GiB
2026-02-11 12:41:00,3.16 GiB,2.82 GiB,3.36 GiB,3.00 GiB,3.24 GiB,3.16 GiB
2026-02-11 12:42:00,3.17 GiB,2.82 GiB,3.37 GiB,3.00 GiB,3.24 GiB,3.16 GiB
2026-02-11 12:43:00,3.18 GiB,2.82 GiB,3.37 GiB,3.00 GiB,3.24 GiB,3.16 GiB
2026-02-11 12:44:00,3.19 GiB,2.82 GiB,3.37 GiB,3.00 GiB,3.24 GiB,3.16 GiB
