"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner3:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-node2:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner3:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)","rskj-node2:8080 (MarkSweepCompact)"
2026-02-11 08:48:00,2.71 ms,1.53 ms,2.19 ms,2.05 ms,1.95 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:48:20,5.08 ms,4.31 ms,6.88 ms,3.56 ms,4.58 ms,3.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:48:40,5.36 ms,2.78 ms,4.69 ms,1.51 ms,2.63 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:49:00,4.75 ms,4.03 ms,4.69 ms,3.88 ms,4.58 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:49:20,4.00 ms,1.25 ms,3.00 ms,2.37 ms,1.95 ms,2.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:49:40,3.88 ms,1.25 ms,3.00 ms,4.47 ms,1.95 ms,2.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:50:00,4.14 ms,1.56 ms,5.42 ms,2.10 ms,2.56 ms,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:50:20,4.69 ms,2.75 ms,2.42 ms,4.37 ms,2.56 ms,1.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:50:40,4.93 ms,1.19 ms,3.19 ms,2.27 ms,1.69 ms,1.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:51:00,5.24 ms,2.39 ms,3.19 ms,5.05 ms,1.69 ms,2.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:51:20,4.53 ms,1.20 ms,5.56 ms,2.78 ms,1.69 ms,2.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:51:40,3.90 ms,1.20 ms,2.37 ms,2.78 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:52:00,3.75 ms,1.46 ms,3.86 ms,2.71 ms,1.98 ms,1.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:52:20,3.56 ms,1.46 ms,1.49 ms,2.71 ms,1.98 ms,1.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:52:40,3.54 ms,1.36 ms,1.49 ms,2.71 ms,2.00 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:53:00,2.42 ms,1.36 ms,1.47 ms,3.12 ms,2.00 ms,2.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:53:20,2.54 ms,2.37 ms,1.47 ms,3.12 ms,2.00 ms,2.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:53:40,2.51 ms,1.02 ms,3.85 ms,7.24 ms,2.17 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:54:00,4.66 ms,5.10 ms,2.37 ms,4.12 ms,2.17 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:54:20,4.88 ms,4.08 ms,2.37 ms,6.41 ms,4.31 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:54:40,3.90 ms,4.08 ms,1.76 ms,2.29 ms,2.14 ms,3.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:55:00,2.92 ms,6.66 ms,1.76 ms,2.29 ms,2.14 ms,3.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:55:20,3.31 ms,6.66 ms,3.32 ms,1.81 ms,1.73 ms,3.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:55:40,3.34 ms,3.42 ms,1.56 ms,1.81 ms,1.73 ms,4.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:56:00,3.59 ms,3.42 ms,1.56 ms,4.07 ms,3.25 ms,4.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:56:20,2.59 ms,6.25 ms,2.78 ms,2.25 ms,1.53 ms,4.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:56:40,2.78 ms,2.83 ms,2.78 ms,2.25 ms,1.53 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:57:00,2.98 ms,5.54 ms,5.25 ms,3.24 ms,3.00 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:57:20,3.46 ms,2.71 ms,2.47 ms,3.24 ms,3.00 ms,6.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:57:40,4.15 ms,6.29 ms,6.05 ms,1.85 ms,3.00 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:58:00,4.42 ms,3.58 ms,3.58 ms,3.61 ms,4.63 ms,7.30 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:58:20,3.49 ms,6.64 ms,5.92 ms,3.61 ms,4.63 ms,3.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:58:40,1.92 ms,3.07 ms,2.34 ms,1.76 ms,2.83 ms,3.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:59:00,3.49 ms,6.70 ms,4.80 ms,2.51 ms,2.83 ms,7.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:59:20,4.59 ms,3.63 ms,2.46 ms,2.51 ms,2.83 ms,7.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 08:59:40,6.66 ms,6.71 ms,2.46 ms,4.93 ms,1.90 ms,7.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:00:00,5.86 ms,3.08 ms,5.02 ms,2.42 ms,1.90 ms,6.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:00:20,5.46 ms,6.75 ms,5.02 ms,2.42 ms,5.46 ms,6.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:00:40,3.54 ms,3.66 ms,2.42 ms,2.10 ms,3.56 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:01:00,3.07 ms,7.37 ms,2.42 ms,2.10 ms,3.56 ms,9.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:01:20,3.61 ms,3.71 ms,2.42 ms,2.12 ms,2.22 ms,9.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:01:40,3.05 ms,3.71 ms,2.25 ms,2.12 ms,2.22 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:02:00,5.49 ms,3.27 ms,3.81 ms,3.92 ms,5.54 ms,4.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:02:20,5.58 ms,3.27 ms,3.81 ms,1.80 ms,3.32 ms,4.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:02:40,7.27 ms,6.34 ms,1.56 ms,1.80 ms,3.32 ms,3.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:03:00,5.92 ms,6.05 ms,2.14 ms,4.49 ms,2.68 ms,3.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:03:20,6.07 ms,6.05 ms,2.14 ms,4.49 ms,2.68 ms,3.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:03:40,4.32 ms,2.98 ms,2.14 ms,2.88 ms,0 s,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:04:00,3.59 ms,3.41 ms,3.41 ms,2.88 ms,3.17 ms,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:04:20,1.93 ms,3.41 ms,3.41 ms,2.88 ms,3.17 ms,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:04:40,983 µs,3.41 ms,0 s,2.20 ms,0 s,4.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:05:00,2.68 ms,8.47 ms,4.46 ms,2.20 ms,2.80 ms,4.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:05:20,4.17 ms,8.47 ms,4.46 ms,4.42 ms,2.80 ms,4.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:05:40,5.49 ms,9.58 ms,2.56 ms,2.22 ms,0 s,3.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:06:00,4.76 ms,1.10 ms,2.56 ms,4.44 ms,3.00 ms,3.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:06:20,4.32 ms,1.98 ms,4.36 ms,2.22 ms,3.00 ms,3.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:06:40,3.42 ms,881 µs,1.80 ms,2.22 ms,2.63 ms,2.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:07:00,4.19 ms,2.00 ms,3.97 ms,2.76 ms,2.63 ms,2.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:07:20,5.46 ms,1.12 ms,2.17 ms,2.76 ms,2.63 ms,5.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:07:40,4.02 ms,1.12 ms,2.17 ms,2.76 ms,2.25 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:08:00,4.20 ms,1.90 ms,2.15 ms,3.86 ms,2.25 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:08:20,4.12 ms,1.90 ms,2.15 ms,3.86 ms,2.25 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:08:40,4.36 ms,2.92 ms,4.78 ms,6.66 ms,3.81 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:09:00,5.17 ms,2.80 ms,2.63 ms,5.90 ms,8.66 ms,2.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:09:20,4.98 ms,2.80 ms,5.25 ms,5.90 ms,8.66 ms,1.31 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:09:40,5.03 ms,1.78 ms,2.63 ms,3.10 ms,4.85 ms,1.31 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:10:00,3.32 ms,1.14 ms,2.63 ms,2.51 ms,0 s,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:10:20,1.81 ms,1.14 ms,2.63 ms,2.51 ms,2.63 ms,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:10:40,1.61 ms,1.14 ms,2.63 ms,2.51 ms,2.63 ms,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:11:00,3.61 ms,1.76 ms,2.63 ms,2.56 ms,2.63 ms,1.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:11:20,4.17 ms,1.76 ms,2.03 ms,2.56 ms,3.17 ms,1.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:11:40,4.42 ms,1.76 ms,2.03 ms,2.56 ms,3.17 ms,1.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:12:00,2.61 ms,2.25 ms,2.03 ms,0 s,3.17 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:12:20,1.71 ms,2.25 ms,1.66 ms,2.03 ms,3.12 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:12:40,1.03 ms,2.25 ms,1.66 ms,2.03 ms,3.12 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:13:00,1.85 ms,1.07 ms,1.66 ms,6.15 ms,3.12 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:13:20,2.64 ms,1.07 ms,2.97 ms,4.12 ms,3.02 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:13:40,3.37 ms,1.49 ms,2.97 ms,4.12 ms,3.02 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:14:00,3.68 ms,1.49 ms,5.86 ms,3.56 ms,4.92 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:14:20,3.46 ms,2.88 ms,2.90 ms,3.56 ms,1.90 ms,1.95 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:14:40,3.25 ms,1.39 ms,2.05 ms,6.07 ms,1.90 ms,1.95 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:15:00,3.53 ms,3.22 ms,2.05 ms,2.51 ms,2.71 ms,1.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:15:20,3.88 ms,1.83 ms,2.05 ms,5.46 ms,2.71 ms,1.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:15:40,3.49 ms,1.83 ms,2.53 ms,2.95 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:16:00,4.78 ms,2.02 ms,4.42 ms,5.08 ms,3.47 ms,2.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:16:20,4.37 ms,3.49 ms,4.42 ms,2.14 ms,3.47 ms,2.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:16:40,5.41 ms,1.47 ms,1.90 ms,2.14 ms,0 s,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:17:00,4.05 ms,2.51 ms,2.66 ms,2.80 ms,6.56 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:17:20,3.95 ms,1.03 ms,2.66 ms,2.80 ms,6.56 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:17:40,3.29 ms,1.03 ms,2.66 ms,2.80 ms,0 s,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:18:00,3.61 ms,2.46 ms,3.41 ms,3.53 ms,3.81 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:18:20,4.12 ms,2.46 ms,3.41 ms,3.53 ms,3.81 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:18:40,7.69 ms,4.22 ms,2.39 ms,1.93 ms,3.58 ms,4.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:19:00,7.51 ms,1.76 ms,2.39 ms,4.73 ms,3.58 ms,4.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:19:20,7.44 ms,5.54 ms,5.51 ms,4.73 ms,6.29 ms,7.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:19:40,3.86 ms,3.78 ms,3.12 ms,2.80 ms,2.71 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:20:00,3.69 ms,6.66 ms,5.39 ms,2.17 ms,2.71 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:20:20,5.27 ms,2.88 ms,2.27 ms,2.17 ms,4.71 ms,3.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:20:40,5.56 ms,2.88 ms,2.27 ms,2.17 ms,4.71 ms,3.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:21:00,4.25 ms,4.58 ms,2.46 ms,2.34 ms,4.71 ms,3.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:21:20,2.46 ms,4.58 ms,2.46 ms,2.34 ms,2.37 ms,3.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:21:40,3.32 ms,7.98 ms,2.46 ms,2.34 ms,2.37 ms,3.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:22:00,6.14 ms,3.41 ms,3.73 ms,2.90 ms,5.71 ms,6.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:22:20,6.69 ms,6.68 ms,3.73 ms,2.90 ms,3.34 ms,2.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:22:40,5.10 ms,3.27 ms,2.41 ms,2.36 ms,3.34 ms,2.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:23:00,4.24 ms,6.30 ms,2.41 ms,2.36 ms,3.97 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:23:20,3.25 ms,3.03 ms,2.41 ms,2.36 ms,3.97 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:23:40,2.69 ms,3.03 ms,1.80 ms,2.17 ms,3.97 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:24:00,2.81 ms,3.51 ms,4.75 ms,3.75 ms,2.75 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:24:20,3.47 ms,3.51 ms,4.75 ms,3.75 ms,2.75 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:24:40,4.49 ms,6.53 ms,2.95 ms,1.58 ms,2.75 ms,5.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:25:00,5.47 ms,6.53 ms,4.32 ms,5.97 ms,4.71 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:25:20,5.39 ms,6.53 ms,4.32 ms,5.97 ms,4.71 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:25:40,5.76 ms,3.51 ms,0 s,5.97 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:26:00,5.10 ms,3.93 ms,4.92 ms,5.47 ms,6.53 ms,5.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:26:20,4.68 ms,3.93 ms,4.92 ms,5.47 ms,6.53 ms,5.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:26:40,2.14 ms,3.93 ms,5.00 ms,3.10 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:27:00,1.76 ms,6.17 ms,5.00 ms,3.10 ms,4.32 ms,6.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:27:20,2.39 ms,6.17 ms,5.00 ms,3.10 ms,4.32 ms,6.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:27:40,3.80 ms,0 s,2.20 ms,2.41 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:28:00,3.86 ms,7.30 ms,2.20 ms,2.41 ms,5.78 ms,5.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:28:20,3.51 ms,7.30 ms,5.25 ms,4.08 ms,5.78 ms,5.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:28:40,4.25 ms,3.66 ms,3.05 ms,1.68 ms,2.61 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:29:00,4.73 ms,9.73 ms,5.75 ms,4.69 ms,2.61 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:29:20,6.03 ms,6.07 ms,2.69 ms,3.02 ms,5.83 ms,5.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:29:40,5.24 ms,10.3 ms,3.22 ms,5.86 ms,3.22 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:30:00,5.68 ms,4.19 ms,3.22 ms,2.85 ms,3.22 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:30:20,4.24 ms,4.19 ms,3.22 ms,2.85 ms,3.03 ms,4.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:30:40,3.56 ms,3.64 ms,1.86 ms,1.95 ms,3.03 ms,4.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:31:00,3.22 ms,3.64 ms,1.86 ms,1.95 ms,3.03 ms,4.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:31:20,3.69 ms,4.66 ms,4.58 ms,4.00 ms,3.00 ms,2.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:31:40,4.02 ms,1.02 ms,2.71 ms,2.05 ms,3.00 ms,2.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:32:00,4.20 ms,2.73 ms,2.71 ms,2.05 ms,6.07 ms,2.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:32:20,2.86 ms,1.71 ms,3.54 ms,2.61 ms,3.07 ms,3.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:32:40,2.83 ms,1.71 ms,3.54 ms,2.61 ms,3.07 ms,3.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:33:00,2.88 ms,1.27 ms,5.80 ms,4.39 ms,2.24 ms,5.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:33:20,4.53 ms,1.27 ms,2.25 ms,1.78 ms,2.24 ms,1.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:33:40,5.95 ms,1.15 ms,2.25 ms,1.78 ms,2.24 ms,1.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:34:00,6.36 ms,2.32 ms,7.30 ms,6.81 ms,7.61 ms,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:34:20,4.81 ms,1.17 ms,7.30 ms,9.51 ms,7.61 ms,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:34:40,4.49 ms,1.17 ms,2.81 ms,2.69 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:35:00,4.56 ms,2.27 ms,2.81 ms,5.14 ms,6.59 ms,2.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:35:20,4.39 ms,2.27 ms,5.51 ms,2.44 ms,6.59 ms,2.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:35:40,4.58 ms,1.61 ms,2.69 ms,2.44 ms,2.66 ms,1000 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:36:00,3.85 ms,1.61 ms,4.97 ms,5.98 ms,2.66 ms,1000 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:36:20,4.37 ms,3.03 ms,2.27 ms,5.98 ms,2.66 ms,1.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:36:40,4.83 ms,1.42 ms,2.27 ms,5.98 ms,2.15 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:37:00,5.53 ms,2.61 ms,4.07 ms,4.39 ms,2.15 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:37:20,5.76 ms,1.19 ms,4.07 ms,4.39 ms,0 s,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
