"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner3:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-node2:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner3:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max","rskj-node2:8080-max"
2026-02-10 13:06:00,693 MiB,869 MiB,720 MiB,324 MiB,567 MiB,786 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:08:00,309 MiB,275 MiB,795 MiB,380 MiB,543 MiB,707 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:10:00,407 MiB,384 MiB,741 MiB,314 MiB,918 MiB,233 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:12:00,320 MiB,961 MiB,409 MiB,743 MiB,307 MiB,402 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:14:00,330 MiB,990 MiB,1018 MiB,542 MiB,646 MiB,728 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:16:00,1016 MiB,819 MiB,602 MiB,952 MiB,878 MiB,888 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:18:00,959 MiB,695 MiB,368 MiB,659 MiB,401 MiB,360 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:20:00,819 MiB,914 MiB,408 MiB,675 MiB,251 MiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:22:00,594 MiB,652 MiB,720 MiB,935 MiB,408 MiB,358 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:24:00,957 MiB,914 MiB,976 MiB,451 MiB,475 MiB,275 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:26:00,870 MiB,808 MiB,690 MiB,998 MiB,810 MiB,520 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:28:00,627 MiB,345 MiB,805 MiB,350 MiB,831 MiB,501 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:30:00,921 MiB,550 MiB,803 MiB,368 MiB,646 MiB,353 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:32:00,424 MiB,754 MiB,896 MiB,446 MiB,712 MiB,364 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:34:00,648 MiB,401 MiB,395 MiB,761 MiB,586 MiB,997 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:36:00,616 MiB,304 MiB,896 MiB,471 MiB,896 MiB,465 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:38:00,1.04 GiB,514 MiB,880 MiB,465 MiB,751 MiB,312 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:40:00,877 MiB,1.01 GiB,471 MiB,856 MiB,999 MiB,527 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:42:00,713 MiB,386 MiB,449 MiB,848 MiB,821 MiB,346 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:44:00,1.10 GiB,878 MiB,743 MiB,339 MiB,1.03 GiB,540 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:46:00,382 MiB,970 MiB,623 MiB,1.03 GiB,616 MiB,859 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:48:00,372 MiB,1.01 GiB,451 MiB,836 MiB,951 MiB,406 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:50:00,781 MiB,454 MiB,461 MiB,837 MiB,768 MiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:52:00,485 MiB,997 MiB,805 MiB,393 MiB,982 MiB,426 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:54:00,466 MiB,1.02 GiB,577 MiB,1.01 GiB,455 MiB,730 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:56:00,384 MiB,629 MiB,835 MiB,504 MiB,591 MiB,759 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:58:00,421 MiB,845 MiB,829 MiB,477 MiB,1.07 GiB,466 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:00:00,913 MiB,877 MiB,606 MiB,1.07 GiB,630 MiB,797 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:02:00,946 MiB,462 MiB,854 MiB,552 MiB,633 MiB,815 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:04:00,694 MiB,1005 MiB,363 MiB,910 MiB,829 MiB,991 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:06:00,820 MiB,1.09 GiB,1.06 GiB,767 MiB,398 MiB,538 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:08:00,737 MiB,955 MiB,768 MiB,443 MiB,686 MiB,796 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:10:00,496 MiB,1.07 GiB,660 MiB,374 MiB,461 MiB,571 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:12:00,802 MiB,973 MiB,1.11 GiB,909 MiB,777 MiB,868 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:14:00,603 MiB,1.12 GiB,375 MiB,985 MiB,627 MiB,747 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:16:00,905 MiB,1002 MiB,829 MiB,618 MiB,866 MiB,939 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:18:00,551 MiB,821 MiB,503 MiB,1.03 GiB,1.13 GiB,417 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:20:00,444 MiB,1.04 GiB,496 MiB,1.06 GiB,1012 MiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:22:00,1.06 GiB,902 MiB,963 MiB,719 MiB,421 MiB,471 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:24:00,1.04 GiB,688 MiB,629 MiB,1.11 GiB,729 MiB,721 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:26:00,444 MiB,851 MiB,571 MiB,1.11 GiB,1.11 GiB,1.08 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:28:00,606 MiB,1.03 GiB,575 MiB,1.10 GiB,1002 MiB,923 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:30:00,1.14 GiB,759 MiB,972 MiB,720 MiB,472 MiB,1.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:32:00,1013 MiB,594 MiB,627 MiB,416 MiB,716 MiB,575 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:34:00,641 MiB,840 MiB,661 MiB,470 MiB,574 MiB,454 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:36:00,1.12 GiB,846 MiB,456 MiB,1.07 GiB,1.17 GiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:38:00,1.08 GiB,778 MiB,934 MiB,757 MiB,704 MiB,548 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:40:00,1.06 GiB,607 MiB,623 MiB,423 MiB,1.01 GiB,833 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:42:00,981 MiB,728 MiB,611 MiB,434 MiB,905 MiB,617 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:44:00,904 MiB,1.06 GiB,715 MiB,637 MiB,871 MiB,566 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:46:00,728 MiB,931 MiB,463 MiB,1.20 GiB,1.20 GiB,897 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:48:00,675 MiB,600 MiB,747 MiB,697 MiB,543 MiB,1017 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:50:00,773 MiB,653 MiB,652 MiB,558 MiB,937 MiB,539 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:52:00,814 MiB,1.07 GiB,964 MiB,891 MiB,1.04 GiB,595 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:54:00,786 MiB,727 MiB,1.17 GiB,1.10 GiB,1.14 GiB,656 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:56:00,966 MiB,1.22 GiB,775 MiB,655 MiB,566 MiB,807 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:58:00,782 MiB,744 MiB,851 MiB,759 MiB,551 MiB,715 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:00:00,737 MiB,520 MiB,1.13 GiB,1.13 GiB,720 MiB,856 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:02:00,1.21 GiB,750 MiB,467 MiB,469 MiB,671 MiB,750 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:04:00,1.24 GiB,617 MiB,868 MiB,874 MiB,923 MiB,983 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:06:00,1.06 GiB,746 MiB,766 MiB,775 MiB,566 MiB,587 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:08:00,871 MiB,550 MiB,1.23 GiB,464 MiB,817 MiB,805 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:10:00,805 MiB,840 MiB,541 MiB,576 MiB,806 MiB,684 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:12:00,1.19 GiB,771 MiB,1.23 GiB,518 MiB,1.23 GiB,963 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:14:00,635 MiB,671 MiB,1.07 GiB,1.11 GiB,772 MiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:16:00,530 MiB,979 MiB,1.20 GiB,1.29 GiB,749 MiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:18:00,665 MiB,846 MiB,972 MiB,1.06 GiB,1.06 GiB,742 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:20:00,580 MiB,721 MiB,623 MiB,791 MiB,575 MiB,1015 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:22:00,1.20 GiB,890 MiB,640 MiB,819 MiB,1.27 GiB,893 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:24:00,634 MiB,644 MiB,1016 MiB,1.18 GiB,668 MiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:26:00,893 MiB,1.23 GiB,650 MiB,868 MiB,902 MiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:28:00,839 MiB,1.13 GiB,1.15 GiB,552 MiB,1.14 GiB,748 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:30:00,569 MiB,555 MiB,1.19 GiB,616 MiB,850 MiB,1.18 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:32:00,1.20 GiB,810 MiB,1.26 GiB,646 MiB,745 MiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:34:00,600 MiB,843 MiB,1.15 GiB,1.32 GiB,1.10 GiB,627 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:36:00,1.30 GiB,683 MiB,784 MiB,959 MiB,571 MiB,789 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:38:00,708 MiB,814 MiB,698 MiB,895 MiB,1022 MiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:40:00,699 MiB,689 MiB,1.21 GiB,636 MiB,1.28 GiB,643 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:42:00,952 MiB,1.32 GiB,832 MiB,1022 MiB,740 MiB,814 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:44:00,745 MiB,1.22 GiB,1.29 GiB,746 MiB,996 MiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:46:00,851 MiB,1.22 GiB,1.18 GiB,1.34 GiB,1.36 GiB,1.35 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:48:00,640 MiB,715 MiB,1.27 GiB,651 MiB,1.30 GiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:50:00,1.17 GiB,1.31 GiB,955 MiB,1.16 GiB,821 MiB,753 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:52:00,1.12 GiB,1.38 GiB,844 MiB,1.05 GiB,1.24 GiB,1.08 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:54:00,1.15 GiB,754 MiB,792 MiB,989 MiB,1.11 GiB,905 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:56:00,1.24 GiB,665 MiB,1.35 GiB,744 MiB,652 MiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 15:58:00,1.35 GiB,725 MiB,1.22 GiB,638 MiB,1020 MiB,732 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:00:00,1.17 GiB,1.29 GiB,871 MiB,1011 MiB,1.16 GiB,858 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:02:00,847 MiB,1.34 GiB,843 MiB,925 MiB,1.03 GiB,674 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:04:00,943 MiB,1.13 GiB,1.20 GiB,1.23 GiB,1.22 GiB,827 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:06:00,1.22 GiB,1.28 GiB,1.13 GiB,1.21 GiB,860 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:08:00,1.27 GiB,1.35 GiB,1.09 GiB,1.12 GiB,1.27 GiB,884 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:10:00,705 MiB,1.06 GiB,1.42 GiB,714 MiB,669 MiB,1014 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:12:00,1.37 GiB,684 MiB,798 MiB,929 MiB,676 MiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:14:00,1.36 GiB,1.30 GiB,1.32 GiB,677 MiB,1.01 GiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:16:00,1.35 GiB,1.21 GiB,984 MiB,1.16 GiB,1.28 GiB,724 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:18:00,1.16 GiB,1.29 GiB,878 MiB,1.12 GiB,1.12 GiB,1.34 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:20:00,1.14 GiB,1.20 GiB,1.36 GiB,898 MiB,1.43 GiB,871 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:22:00,688 MiB,1.28 GiB,1.20 GiB,800 MiB,1022 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:24:00,1.38 GiB,907 MiB,697 MiB,1.02 GiB,1.04 GiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:26:00,1.08 GiB,1.35 GiB,979 MiB,1.26 GiB,1.19 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:28:00,855 MiB,932 MiB,1.09 GiB,1.42 GiB,1.22 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:30:00,1.46 GiB,726 MiB,744 MiB,1.02 GiB,1.46 GiB,813 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:32:00,1.46 GiB,786 MiB,1.36 GiB,792 MiB,988 MiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:34:00,979 MiB,1.27 GiB,977 MiB,1.19 GiB,1.19 GiB,1.20 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:36:00,967 MiB,1.19 GiB,1.43 GiB,947 MiB,721 MiB,750 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:38:00,1.02 GiB,1.05 GiB,1.12 GiB,1.41 GiB,936 MiB,930 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:40:00,849 MiB,1.46 GiB,1.36 GiB,896 MiB,964 MiB,948 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:42:00,878 MiB,1.38 GiB,1.06 GiB,1.41 GiB,1.30 GiB,1.20 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:44:00,936 MiB,897 MiB,1.10 GiB,746 MiB,1.26 GiB,1.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:46:00,1.30 GiB,762 MiB,895 MiB,1.23 GiB,798 MiB,1.41 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:48:00,1.19 GiB,1.31 GiB,1.23 GiB,872 MiB,956 MiB,766 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:50:00,1.42 GiB,780 MiB,1.28 GiB,916 MiB,858 MiB,1.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:52:00,1.40 GiB,1.08 GiB,1.48 GiB,1.08 GiB,877 MiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:54:00,1.29 GiB,837 MiB,1.01 GiB,1.45 GiB,952 MiB,1.49 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:56:00,868 MiB,781 MiB,897 MiB,1.25 GiB,1.23 GiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 16:58:00,835 MiB,1.30 GiB,1.26 GiB,853 MiB,1.39 GiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:00:00,815 MiB,1.00 GiB,823 MiB,1.15 GiB,1.52 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:02:00,1.17 GiB,1.15 GiB,787 MiB,1.13 GiB,1.18 GiB,917 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:04:00,1.09 GiB,1.51 GiB,947 MiB,1.29 GiB,1.19 GiB,847 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:06:00,812 MiB,820 MiB,867 MiB,1.24 GiB,988 MiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:08:00,1.18 GiB,874 MiB,1.54 GiB,1.15 GiB,1.36 GiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:10:00,1.20 GiB,1.44 GiB,1.14 GiB,824 MiB,828 MiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:12:00,885 MiB,1.08 GiB,1.43 GiB,1.11 GiB,926 MiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:14:00,1.56 GiB,1.50 GiB,857 MiB,1.33 GiB,952 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
