Time,"__name__=""dockerstats_memory_usage_bytes"",id=""085600e4fb80"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""41b25a20e577"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""5df2743655f5"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""97e58be877c8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""b450bfd39c8f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""f08ce6be89cd"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-03-10 13:29:29,3030908928,2085113856,2076078080,1911635968,3475402752,3392053248
2026-03-10 13:29:59,3036258304,2070016000,2168979456,1933672448,3530825728,3354193920
2026-03-10 13:30:29,3060428800,2091196416,2133663744,1936556032,3536384000,3426197504
2026-03-10 13:30:59,3063365632,2108604416,2150387712,1948221440,3536388096,3444277248
2026-03-10 13:31:29,3065794560,2150424576,2188120064,1963372544,3584471040,3381063680
2026-03-10 13:31:59,3067285504,2099261440,2233004032,1970511872,3631009792,3428958208
2026-03-10 13:32:29,3069734912,2130755584,2170937344,1995890688,3564634112,3457150976
2026-03-10 13:32:59,3099262976,2168274944,2207854592,2001371136,3594936320,3488825344
2026-03-10 13:33:29,3101376512,2227359744,2257326080,2003329024,3644297216,3446554624
2026-03-10 13:33:59,3104673792,2170466304,2305335296,2014773248,3601457152,3497988096
2026-03-10 13:34:29,3207139328,2215292928,2254315520,2016432128,3640410112,3538964480
2026-03-10 13:34:59,3258281984,2256728064,2295812096,2030002176,3682357248,3488051200
2026-03-10 13:35:29,3260575744,2188861440,2318610432,2040754176,3713052672,3515047936
2026-03-10 13:35:59,3260977152,2219913216,2350100480,2047410176,3651239936,3547619328
2026-03-10 13:36:29,3262922752,2259394560,2296401920,2049060864,3679592448,3572744192
2026-03-10 13:36:59,3264618496,2288779264,2321895424,2050678784,3707887616,3600596992
2026-03-10 13:37:29,3265978368,2307899392,2324230144,2052276224,3735552000,3623399424
2026-03-10 13:37:59,3267518464,2327732224,2360647680,2069016576,3755298816,3549970432
2026-03-10 13:38:29,3286065152,2254954496,2375692288,2070544384,3771461632,3566555136
2026-03-10 13:38:59,3287896064,2307768320,2407469056,2084818944,3723612160,3575701504
2026-03-10 13:39:29,3307102208,2355273728,2370748416,2087079936,3766579200,3617964032
2026-03-10 13:39:59,3308777472,2382532608,2393567232,2101452800,3789811712,3637047296
2026-03-10 13:40:29,3311894528,2422579200,2426896384,2109018112,3818299392,3578384384
2026-03-10 13:40:59,3322073088,2422358016,2398990336,2110488576,3794456576,3647000576
2026-03-10 13:41:29,3356725248,2486607872,2442416128,2130460672,3837988864,3699200000
2026-03-10 13:41:59,3358543872,2488311808,2523553792,2140848128,3909750784,3681873920
2026-03-10 13:42:29,3410268160,2538745856,2457325568,2156568576,3853910016,3722866688
2026-03-10 13:42:59,3411783680,2537263104,2545369088,2155601920,3930873856,3704320000
2026-03-10 13:43:29,3414339584,2571751424,2576904192,2167685120,3961049088,3739095040
2026-03-10 13:43:59,3415244800,2603016192,2508279808,2190454784,3875627008,3764551680
2026-03-10 13:44:29,3442753536,2626560000,2528854016,2193874944,3912892416,3785846784
2026-03-10 13:44:59,3445198848,2661097472,2558615552,2195939328,3932807168,3809652736
2026-03-10 13:45:29,3449131008,2616954880,2606006272,2197975040,3969273856,3760300032
2026-03-10 13:45:59,3450724352,2663084032,2641760256,2209779712,3930968064,3806576640
2026-03-10 13:46:29,3464851456,2675830784,2561458176,2226733056,3948224512,3827519488
2026-03-10 13:46:59,3478392832,2706526208,2597457920,2227834880,3968835584,3854413824
2026-03-10 13:47:29,3481624576,2743259136,2635923456,2253012992,3994816512,3881582592
2026-03-10 13:47:59,3483164672,2788196352,2679103488,2254356480,4035538944,3824111616
2026-03-10 13:48:29,3533234176,2734268416,2738573312,2254430208,3985743872,3873652736
2026-03-10 13:48:59,3534700544,2753843200,2668052480,2262839296,4004831232,3895205888
2026-03-10 13:49:29,3534807040,2778558464,2697646080,2262933504,4036345856,3924283392
2026-03-10 13:49:59,3537788928,2803036160,2791591936,2335313920,4103589888,3941941248
2026-03-10 13:50:29,3539181568,2811912192,2803003392,2336878592,4164468736,3948892160
2026-03-10 13:50:59,3540185088,2843787264,2826215424,2353414144,4175286272,3869581312
2026-03-10 13:51:29,3541090304,2784235520,2889445376,2354335744,4204896256,3902738432
2026-03-10 13:51:59,3541213184,2802126848,2913017856,2362773504,4129243136,3930857472
2026-03-10 13:52:29,3542900736,2819952640,2841976832,2372546560,4150116352,3952861184
2026-03-10 13:52:59,3543101440,2840297472,2866008064,2373025792,4168617984,3970600960
2026-03-10 13:53:29,3543904256,2862206976,2887020544,2373525504,4152762368,3988172800
2026-03-10 13:53:59,3544027136,2872500224,2902360064,2356838400,4196388864,3998175232
2026-03-10 13:54:29,3545747456,2790559744,2914250752,2379313152,4208750592,3918548992
2026-03-10 13:54:59,3581980672,2796589056,2922328064,2381008896,4214685696,3924140032
2026-03-10 13:55:29,3584000000,2816712704,2947985408,2388160512,4210057216,3945082880
2026-03-10 13:55:59,3584487424,2886922240,2920673280,2396708864,4185538560,3989266432
2026-03-10 13:56:29,3585245184,2910179328,2950008832,2397515776,4228505600,4029358080
2026-03-10 13:56:59,3622260736,2919215104,3046645760,2418716672,4164022272,4047990784
2026-03-10 13:57:29,3641917440,2861305856,3034165248,2421493760,4199538688,3989204992
2026-03-10 13:57:59,3642036224,2937470976,3021271040,2421624832,4164587520,4047761408
2026-03-10 13:58:29,3644129280,2984304640,3078778880,2423689216,4213248000,4096430080
2026-03-10 13:58:59,3644620800,2909007872,3081904128,2432434176,4232265728,4021542912
2026-03-10 13:59:29,3646099456,2934198272,3105013760,2434117632,4252463104,4043812864
2026-03-10 13:59:59,3648237568,2947461120,3132923904,2438832128,4265095168,4056272896
2026-03-10 14:00:29,3649200128,2981027840,3066814464,2455556096,4189384704,4084822016
2026-03-10 14:00:59,3680509952,3025051648,3117834240,2464239616,4238135296,4134035456
2026-03-10 14:01:29,3681079296,2979643392,3166392320,2465374208,4284309504,4090433536
2026-03-10 14:01:59,3685609472,3002384384,3191341056,2475687936,4293808128,4116545536
2026-03-10 14:02:29,3689611264,3059634176,3147780096,2493251584,4212875264,4167106560
2026-03-10 14:02:59,3718656000,3071692800,3184312320,2505187328,4247793664,4194291712
2026-03-10 14:03:29,3733073920,3059970048,3248377856,2522402816,4294889472,4150030336
2026-03-10 14:03:59,3768909824,3111219200,3201429504,2534957056,4204789760,4211830784
2026-03-10 14:04:29,3772174336,3149443072,3224694784,2551074816,4238123008,4243693568
2026-03-10 14:04:59,3773943808,3113607168,3305603072,2552864768,4294189056,4203921408
2026-03-10 14:05:29,3774017536,3189657600,3265503232,2576863232,4215508992,4273057792
2026-03-10 14:05:59,3799007232,3204481024,3311915008,2563203072,4240646144,4302721024
2026-03-10 14:06:29,3799601152,3139198976,3340091392,2580860928,4263059456,4233326592
2026-03-10 14:06:59,3819880448,3157823488,3358523392,2591236096,4146229248,4249112576
2026-03-10 14:07:29,3825115136,3187744768,3390312448,2603839488,4158033920,4301225984
2026-03-10 14:07:59,3826884608,3233210368,3323457536,2617188352,4116144128,4329951232
2026-03-10 14:08:29,3826958336,3290554368,3387068416,2625560576,4176396288,4373237760
2026-03-10 14:08:59,3837759488,3216695296,3434315776,2626228224,4205625344,4308447232
2026-03-10 14:09:29,3839221760,3231604736,3356741632,2642186240,4226355200,4329517056
2026-03-10 14:09:59,3840425984,3241148416,3366457344,2643099648,4236484608,4340256768
2026-03-10 14:10:29,3841806336,3258249216,3366854656,2644697088,4248592384,4351733760
2026-03-10 14:10:59,3846127616,3298316288,3423653888,2645716992,4185722880,4380508160
2026-03-10 14:11:29,3846258688,3327696896,3452669952,2656894976,4218224640,4411117568
2026-03-10 14:11:59,3847663616,3247906816,3465768960,2658041856,4233121792,4426485760
2026-03-10 14:12:29,3863437312,3275411456,3491426304,2671288320,4265545728,4367163392
2026-03-10 14:12:59,3866087424,3338248192,3456176128,2673893376,4186316800,4405751808
