"Time","rskj-miner2"
2026-01-30 07:12:00,62.2 kB/s
2026-01-30 07:16:00,62.2 kB/s
2026-01-30 07:20:00,62.2 kB/s
2026-01-30 07:24:00,62.3 kB/s
2026-01-30 07:28:00,62.4 kB/s
2026-01-30 07:32:00,62.4 kB/s
2026-01-30 07:36:00,62.4 kB/s
2026-01-30 07:40:00,3.38 kB/s
2026-01-30 07:44:00,3.51 kB/s
2026-01-30 07:48:00,3.50 kB/s
2026-01-30 07:52:00,3.48 kB/s
2026-01-30 07:56:00,3.50 kB/s
2026-01-30 08:00:00,3.53 kB/s
2026-01-30 08:04:00,3.39 kB/s
2026-01-30 08:08:00,3.34 kB/s
2026-01-30 08:12:00,3.34 kB/s
2026-01-30 08:16:00,3.45 kB/s
2026-01-30 08:20:00,3.44 kB/s
2026-01-30 08:24:00,3.42 kB/s
2026-01-30 08:28:00,3.43 kB/s
2026-01-30 08:32:00,3.58 kB/s
2026-01-30 08:36:00,3.79 kB/s
2026-01-30 08:40:00,3.63 kB/s
2026-01-30 08:44:00,3.49 kB/s
2026-01-30 08:48:00,7.76 kB/s
2026-01-30 08:52:00,7.81 kB/s
2026-01-30 08:56:00,7.72 kB/s
2026-01-30 09:00:00,7.58 kB/s
2026-01-30 09:04:00,7.46 kB/s
2026-01-30 09:08:00,7.53 kB/s
2026-01-30 09:12:00,1.38 MB/s
2026-01-30 09:16:00,1.38 MB/s
2026-01-30 09:20:00,1.38 MB/s
2026-01-30 09:24:00,1.38 MB/s
2026-01-30 09:28:00,1.38 MB/s
2026-01-30 09:32:00,1.38 MB/s
2026-01-30 09:36:00,1.38 MB/s
2026-01-30 09:40:00,64.3 kB/s
2026-01-30 09:44:00,3.94 kB/s
2026-01-30 09:48:00,3.98 kB/s
2026-01-30 09:52:00,3.94 kB/s
2026-01-30 09:56:00,3.79 kB/s
2026-01-30 10:00:00,3.78 kB/s
2026-01-30 10:04:00,3.74 kB/s
2026-01-30 10:08:00,3.64 kB/s
2026-01-30 10:12:00,3.57 kB/s
2026-01-30 10:16:00,3.37 kB/s
2026-01-30 10:20:00,3.39 kB/s
2026-01-30 10:24:00,3.22 kB/s
2026-01-30 10:28:00,3.35 kB/s
2026-01-30 10:32:00,3.47 kB/s
2026-01-30 10:36:00,3.32 kB/s
2026-01-30 10:40:00,3.42 kB/s
2026-01-30 10:44:00,3.37 kB/s
2026-01-30 10:48:00,3.45 kB/s
2026-01-30 10:52:00,3.46 kB/s
2026-01-30 10:56:00,3.52 kB/s
2026-01-30 11:00:00,3.43 kB/s
2026-01-30 11:04:00,55.8 kB/s
2026-01-30 11:08:00,55.8 kB/s
2026-01-30 11:12:00,55.6 kB/s
2026-01-30 11:16:00,55.8 kB/s
2026-01-30 11:20:00,55.8 kB/s
2026-01-30 11:24:00,55.8 kB/s
2026-01-30 11:28:00,55.7 kB/s
2026-01-30 11:32:00,3.34 kB/s
2026-01-30 11:36:00,3.29 kB/s
2026-01-30 11:40:00,3.24 kB/s
2026-01-30 11:44:00,3.18 kB/s
2026-01-30 11:48:00,3.06 kB/s
2026-01-30 11:52:00,3.04 kB/s
2026-01-30 11:56:00,3.10 kB/s
2026-01-30 12:00:00,3.29 kB/s
2026-01-30 12:04:00,3.50 kB/s
2026-01-30 12:08:00,3.68 kB/s
2026-01-30 12:12:00,3.59 kB/s
2026-01-30 12:16:00,3.64 kB/s
2026-01-30 12:20:00,3.74 kB/s
2026-01-30 12:24:00,3.74 kB/s
2026-01-30 12:28:00,3.44 kB/s
2026-01-30 12:32:00,3.38 kB/s
2026-01-30 12:36:00,3.20 kB/s
2026-01-30 12:40:00,3.29 kB/s
2026-01-30 12:44:00,3.31 kB/s
2026-01-30 12:48:00,3.43 kB/s
2026-01-30 12:52:00,3.46 kB/s
2026-01-30 12:56:00,3.41 kB/s
2026-01-30 13:00:00,3.50 kB/s
2026-01-30 13:04:00,3.62 kB/s
2026-01-30 13:08:00,114 kB/s
2026-01-30 13:12:00,114 kB/s
2026-01-30 13:16:00,1.72 MB/s
2026-01-30 13:20:00,1.72 MB/s
2026-01-30 13:24:00,1.72 MB/s
2026-01-30 13:28:00,1.71 MB/s
2026-01-30 13:32:00,1.71 MB/s
2026-01-30 13:36:00,1.71 MB/s
2026-01-30 13:40:00,1.60 MB/s
2026-01-30 13:44:00,3.56 kB/s
2026-01-30 13:48:00,3.46 kB/s
2026-01-30 13:52:00,3.54 kB/s
2026-01-30 13:56:00,3.68 kB/s
2026-01-30 14:00:00,3.61 kB/s
2026-01-30 14:04:00,3.74 kB/s
2026-01-30 14:08:00,3.75 kB/s
2026-01-30 14:12:00,3.70 kB/s
2026-01-30 14:16:00,3.70 kB/s
2026-01-30 14:20:00,3.76 kB/s
2026-01-30 14:24:00,3.49 kB/s
2026-01-30 14:28:00,3.38 kB/s
2026-01-30 14:32:00,3.19 kB/s
2026-01-30 14:36:00,3.01 kB/s
2026-01-30 14:40:00,3.02 kB/s
2026-01-30 14:44:00,2.82 kB/s
2026-01-30 14:48:00,2.68 kB/s
2026-01-30 14:52:00,2.88 kB/s
2026-01-30 14:56:00,3.06 kB/s
2026-01-30 15:00:00,3.26 kB/s
2026-01-30 15:04:00,3.55 kB/s
2026-01-30 15:08:00,3.51 kB/s
2026-01-30 15:12:00,59.9 kB/s
2026-01-30 15:16:00,59.9 kB/s
2026-01-30 15:20:00,60.0 kB/s
2026-01-30 15:24:00,60.0 kB/s
2026-01-30 15:28:00,59.6 kB/s
2026-01-30 15:32:00,59.6 kB/s
2026-01-30 15:36:00,59.5 kB/s
