"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner3:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-node2:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner3:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max","rskj-node2:8080-max"
2026-02-11 06:10:40,1.73 GiB,1.50 GiB,1.96 GiB,1.61 GiB,1.24 GiB,1.74 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:11:00,1.31 GiB,2.12 GiB,1.74 GiB,1.38 GiB,1.72 GiB,1.37 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:11:20,1.55 GiB,1.77 GiB,1.40 GiB,1.80 GiB,1.24 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:11:40,1.54 GiB,1.96 GiB,1.54 GiB,1.94 GiB,1.38 GiB,1.83 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:12:00,1.92 GiB,1.69 GiB,2.04 GiB,1.60 GiB,1.81 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:12:20,1.89 GiB,2.12 GiB,1.67 GiB,2.02 GiB,1.40 GiB,1.85 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:12:40,1.85 GiB,1.52 GiB,1.81 GiB,1.38 GiB,1.54 GiB,1.99 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:13:00,1.37 GiB,2.01 GiB,1.54 GiB,1.86 GiB,1.97 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:13:20,1.41 GiB,1.48 GiB,1.76 GiB,1.29 GiB,1.36 GiB,1.82 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:13:40,1.53 GiB,1.73 GiB,1.98 GiB,1.51 GiB,1.54 GiB,1.99 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:14:00,1.94 GiB,1.54 GiB,1.80 GiB,1.33 GiB,1.25 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:14:20,1.92 GiB,1.78 GiB,1.99 GiB,1.51 GiB,1.43 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:14:40,1.34 GiB,1.99 GiB,1.41 GiB,1.73 GiB,1.61 GiB,1.26 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:15:00,1.59 GiB,1.70 GiB,1.88 GiB,1.42 GiB,2.01 GiB,1.64 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:15:20,1.67 GiB,1.96 GiB,1.31 GiB,1.64 GiB,1.40 GiB,1.82 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:15:40,1.73 GiB,1.52 GiB,1.65 GiB,1.98 GiB,1.66 GiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:16:00,1.28 GiB,1.49 GiB,1.60 GiB,1.96 GiB,1.53 GiB,1.94 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:16:20,1.48 GiB,1.94 GiB,1.29 GiB,1.64 GiB,1.91 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:16:40,1.49 GiB,1.45 GiB,1.55 GiB,1.91 GiB,1.35 GiB,1.76 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:17:00,1.92 GiB,2.04 GiB,1.31 GiB,1.67 GiB,1.83 GiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:17:20,1.92 GiB,1.53 GiB,1.52 GiB,1.87 GiB,2.01 GiB,1.61 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:17:40,1.29 GiB,1.81 GiB,1.83 GiB,1.39 GiB,1.46 GiB,1.85 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:18:00,1.64 GiB,1.43 GiB,1.45 GiB,1.78 GiB,1.83 GiB,1.41 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:18:20,1.68 GiB,1.79 GiB,1.76 GiB,1.30 GiB,1.28 GiB,1.66 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:18:40,1.84 GiB,1.42 GiB,1.34 GiB,1.68 GiB,1.61 GiB,1.98 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:19:00,1.45 GiB,2.13 GiB,1.27 GiB,1.62 GiB,1.45 GiB,1.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:19:20,1.50 GiB,1.67 GiB,1.57 GiB,1.91 GiB,1.71 GiB,2.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:19:40,1.53 GiB,1.81 GiB,1.72 GiB,2.06 GiB,1.85 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:20:00,1.31 GiB,1.56 GiB,1.41 GiB,1.76 GiB,1.45 GiB,1.78 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:20:20,1.59 GiB,1.81 GiB,1.62 GiB,1.97 GiB,1.63 GiB,1.96 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:20:40,1.74 GiB,1.96 GiB,1.76 GiB,1.32 GiB,1.77 GiB,1.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:21:00,1.45 GiB,1.64 GiB,1.43 GiB,1.76 GiB,1.36 GiB,1.68 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:21:20,1.78 GiB,1.85 GiB,1.64 GiB,1.98 GiB,1.54 GiB,1.85 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:21:40,1.65 GiB,1.39 GiB,1.93 GiB,1.48 GiB,1.76 GiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:22:00,1.90 GiB,1.85 GiB,1.54 GiB,1.86 GiB,1.32 GiB,1.61 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:22:20,1.87 GiB,2.15 GiB,1.84 GiB,1.36 GiB,1.58 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:22:40,1.85 GiB,1.55 GiB,1.99 GiB,1.50 GiB,1.73 GiB,2.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:23:00,1.57 GiB,1.55 GiB,1.97 GiB,1.48 GiB,1.54 GiB,1.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:23:20,1.64 GiB,1.95 GiB,1.54 GiB,1.84 GiB,1.83 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:23:40,1.62 GiB,2.14 GiB,1.68 GiB,1.98 GiB,1.97 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:24:00,1.95 GiB,1.81 GiB,1.36 GiB,1.66 GiB,1.54 GiB,1.96 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:24:20,1.98 GiB,2.07 GiB,1.57 GiB,1.87 GiB,1.72 GiB,1.34 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:24:40,2.04 GiB,1.52 GiB,1.78 GiB,1.29 GiB,1.90 GiB,1.52 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:25:00,1.59 GiB,2.09 GiB,1.55 GiB,1.84 GiB,1.53 GiB,1.98 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:25:20,1.74 GiB,1.71 GiB,1.92 GiB,1.42 GiB,1.83 GiB,1.49 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:25:40,1.72 GiB,1.89 GiB,1.31 GiB,1.60 GiB,2.02 GiB,1.67 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:26:00,1.39 GiB,1.90 GiB,2.06 GiB,1.54 GiB,1.87 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:26:20,1.56 GiB,1.47 GiB,1.60 GiB,1.87 GiB,1.34 GiB,1.76 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:26:40,1.92 GiB,1.69 GiB,1.82 GiB,2.08 GiB,1.52 GiB,1.94 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:27:00,1.63 GiB,1.38 GiB,1.45 GiB,1.74 GiB,1.91 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:27:20,1.36 GiB,1.60 GiB,1.67 GiB,1.96 GiB,1.30 GiB,1.68 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:27:40,1.49 GiB,1.93 GiB,1.96 GiB,1.45 GiB,1.52 GiB,1.89 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:28:00,1.92 GiB,1.66 GiB,1.65 GiB,1.96 GiB,1.93 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:28:20,2.07 GiB,1.39 GiB,1.38 GiB,1.69 GiB,1.57 GiB,1.93 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:28:40,1.32 GiB,1.67 GiB,1.61 GiB,1.92 GiB,1.76 GiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:29:00,1.68 GiB,1.50 GiB,1.46 GiB,1.76 GiB,1.55 GiB,1.91 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:29:20,1.81 GiB,1.87 GiB,1.80 GiB,2.09 GiB,1.79 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:29:40,1.87 GiB,2.06 GiB,1.94 GiB,1.44 GiB,1.93 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:30:00,1.39 GiB,1.72 GiB,1.61 GiB,1.91 GiB,1.54 GiB,1.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:30:20,1.55 GiB,2.11 GiB,1.96 GiB,1.46 GiB,1.78 GiB,1.35 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:30:40,1.67 GiB,1.74 GiB,1.59 GiB,1.89 GiB,1.35 GiB,1.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:31:00,2.03 GiB,1.69 GiB,1.51 GiB,1.78 GiB,1.95 GiB,1.52 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:31:20,1.51 GiB,1.44 GiB,2.02 GiB,1.49 GiB,1.52 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:31:40,1.53 GiB,1.66 GiB,1.45 GiB,1.71 GiB,1.70 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:32:00,2.00 GiB,1.44 GiB,2.01 GiB,1.44 GiB,1.35 GiB,1.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:32:20,1.82 GiB,1.72 GiB,1.50 GiB,1.72 GiB,1.56 GiB,1.91 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:32:40,1.91 GiB,1.51 GiB,2.04 GiB,1.47 GiB,2.04 GiB,1.59 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:33:00,1.51 GiB,2.15 GiB,1.83 GiB,2.06 GiB,1.72 GiB,2.08 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:33:20,1.51 GiB,1.60 GiB,2.09 GiB,1.52 GiB,1.94 GiB,1.49 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:33:40,1.47 GiB,1.79 GiB,1.44 GiB,1.66 GiB,2.08 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:34:00,1.81 GiB,1.47 GiB,1.91 GiB,1.33 GiB,1.69 GiB,2.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:34:20,1.83 GiB,1.72 GiB,1.33 GiB,1.54 GiB,1.87 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 06:34:40,1.93 GiB,1.98 GiB,1.54 GiB,1.75 GiB,2.04 GiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
