"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner3:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-node2:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner3:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)","rskj-node2:8080 (MarkSweepCompact)"
2026-02-11 06:23:40,2.41 ms,949 µs,4.66 ms,2.00 ms,2.66 ms,4.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:24:00,2.24 ms,1.32 ms,4.25 ms,1.98 ms,3.12 ms,2.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:24:20,1.90 ms,1.32 ms,1.70 ms,1.98 ms,3.12 ms,2.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:24:40,1.56 ms,2.20 ms,1.70 ms,4.20 ms,3.12 ms,2.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:25:00,1.59 ms,881 µs,2.24 ms,2.22 ms,3.83 ms,2.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:25:20,1.83 ms,1.98 ms,2.24 ms,4.13 ms,3.83 ms,1.74 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:25:40,2.03 ms,1.10 ms,4.18 ms,1.91 ms,3.83 ms,1.74 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:26:00,2.56 ms,2.39 ms,1.95 ms,3.76 ms,4.00 ms,3.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:26:20,2.95 ms,2.32 ms,3.88 ms,1.85 ms,6.34 ms,1.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:26:40,2.46 ms,2.32 ms,1.93 ms,1.85 ms,6.34 ms,1.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:27:00,1.63 ms,2.34 ms,3.81 ms,2.44 ms,2.34 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:27:20,881 µs,1.31 ms,1.88 ms,2.44 ms,1.88 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:27:40,1.69 ms,1.31 ms,1.88 ms,3.20 ms,1.88 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:28:00,2.19 ms,1.42 ms,4.88 ms,3.20 ms,1.88 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:28:20,3.10 ms,2.46 ms,6.07 ms,4.34 ms,2.12 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:28:40,3.03 ms,2.46 ms,6.07 ms,1.14 ms,2.12 ms,4.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:29:00,3.14 ms,2.03 ms,1.93 ms,2.41 ms,6.56 ms,2.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:29:20,2.66 ms,1000 µs,746 µs,1.27 ms,4.44 ms,6.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:29:40,2.47 ms,1000 µs,746 µs,2.46 ms,4.44 ms,3.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:30:00,2.03 ms,2.07 ms,1.69 ms,1.19 ms,1.68 ms,3.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:30:20,2.19 ms,2.07 ms,1.69 ms,1.49 ms,1.68 ms,1.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:30:40,2.37 ms,3.53 ms,2.92 ms,1.49 ms,2.80 ms,1.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:31:00,2.63 ms,2.78 ms,2.24 ms,2.56 ms,1.12 ms,2.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:31:20,3.19 ms,4.25 ms,2.24 ms,2.02 ms,2.17 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:31:40,3.29 ms,2.80 ms,2.25 ms,2.02 ms,1.05 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:32:00,3.31 ms,2.53 ms,1.24 ms,2.75 ms,2.25 ms,1.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:32:20,3.29 ms,1.05 ms,3.29 ms,1.80 ms,1.20 ms,1.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:32:40,3.12 ms,2.34 ms,2.05 ms,2.80 ms,1.20 ms,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:33:00,3.14 ms,1.29 ms,4.03 ms,1000 µs,1.83 ms,966 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:33:20,3.59 ms,2.32 ms,1.98 ms,2.58 ms,1.83 ms,2.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:33:40,3.30 ms,1.03 ms,3.37 ms,1.58 ms,1.83 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:34:00,2.71 ms,2.46 ms,1.39 ms,2.59 ms,1.64 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:34:20,1.90 ms,1.42 ms,2.68 ms,1.02 ms,1.64 ms,1.36 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:34:40,1.90 ms,1.42 ms,1.29 ms,1.02 ms,1.64 ms,1.36 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:35:00,2.08 ms,1.53 ms,1.29 ms,1.03 ms,1.88 ms,1.36 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:35:20,2.22 ms,1.53 ms,1.14 ms,1.03 ms,1.88 ms,1.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:35:40,2.32 ms,2.64 ms,1.14 ms,2.44 ms,3.00 ms,1.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:36:00,3.14 ms,2.51 ms,2.76 ms,1.41 ms,1.12 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:36:20,3.85 ms,2.51 ms,2.83 ms,2.59 ms,3.20 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:36:40,3.63 ms,1.39 ms,2.83 ms,1.19 ms,2.08 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:37:00,3.15 ms,1.93 ms,1.20 ms,2.36 ms,2.08 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:37:20,2.19 ms,1.93 ms,0 s,1.17 ms,1.15 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:37:40,1.71 ms,2.92 ms,1.46 ms,1.17 ms,1.15 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:38:00,1.05 ms,983 µs,1.46 ms,1.02 ms,1.15 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:38:20,1.25 ms,983 µs,3.37 ms,1.02 ms,1.12 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:38:40,2.22 ms,1.20 ms,1.92 ms,1.02 ms,1.12 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:39:00,3.59 ms,2.32 ms,3.59 ms,1.24 ms,2.80 ms,1.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:39:20,3.78 ms,2.32 ms,3.02 ms,2.59 ms,1.68 ms,1.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:39:40,4.00 ms,2.17 ms,3.02 ms,2.59 ms,1.68 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:40:00,3.58 ms,2.29 ms,2.83 ms,2.76 ms,3.27 ms,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:40:20,5.25 ms,2.29 ms,1.49 ms,1.41 ms,3.27 ms,3.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:40:40,8.03 ms,1.24 ms,1.49 ms,1.41 ms,3.27 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:41:00,10.9 ms,1.39 ms,3.47 ms,3.76 ms,4.54 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:41:20,10.9 ms,2.47 ms,5.85 ms,6.27 ms,8.17 ms,2.95 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:41:40,7.53 ms,2.47 ms,5.85 ms,6.27 ms,8.17 ms,2.95 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:42:00,4.44 ms,2.47 ms,5.46 ms,5.29 ms,3.63 ms,5.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:42:20,2.14 ms,1.39 ms,3.08 ms,2.78 ms,3.08 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:42:40,2.41 ms,1.39 ms,3.08 ms,2.78 ms,3.08 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:43:00,2.14 ms,1.58 ms,3.02 ms,3.20 ms,3.08 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:43:20,1.71 ms,1.58 ms,3.02 ms,3.20 ms,3.14 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:43:40,1.41 ms,2.56 ms,6.29 ms,5.80 ms,3.14 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:44:00,1.75 ms,2.14 ms,5.83 ms,4.58 ms,3.29 ms,2.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:44:20,2.78 ms,2.14 ms,5.83 ms,4.58 ms,3.29 ms,2.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:44:40,2.98 ms,1.15 ms,2.56 ms,1.98 ms,3.29 ms,2.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:45:00,2.47 ms,1.46 ms,0 s,2.31 ms,2.83 ms,3.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:45:20,1.81 ms,2.88 ms,2.37 ms,2.30 ms,2.83 ms,3.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:45:40,1.76 ms,2.88 ms,2.37 ms,5.52 ms,2.83 ms,6.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:46:00,2.34 ms,1.42 ms,2.61 ms,3.22 ms,2.54 ms,3.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:46:20,2.41 ms,1.14 ms,2.61 ms,3.22 ms,2.54 ms,3.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:46:40,2.32 ms,1.14 ms,2.85 ms,2.22 ms,2.54 ms,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:47:00,1.83 ms,2.20 ms,2.85 ms,2.22 ms,4.64 ms,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:47:20,1.64 ms,1.07 ms,5.63 ms,4.36 ms,4.64 ms,4.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:47:40,1.76 ms,2.78 ms,2.78 ms,2.14 ms,7.17 ms,1.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:48:00,2.08 ms,1.71 ms,5.05 ms,4.37 ms,2.53 ms,1.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:48:20,2.02 ms,3.22 ms,2.27 ms,2.24 ms,2.53 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:48:40,1.75 ms,1.51 ms,2.27 ms,2.24 ms,2.54 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:49:00,1.95 ms,3.41 ms,2.71 ms,2.36 ms,2.54 ms,4.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:49:20,2.42 ms,1.90 ms,2.71 ms,2.36 ms,2.56 ms,2.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:49:40,3.47 ms,1.90 ms,6.07 ms,4.93 ms,2.56 ms,2.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:50:00,2.92 ms,2.64 ms,3.36 ms,2.58 ms,2.56 ms,2.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
