Time,"__name__=""dockerstats_memory_usage_bytes"",id=""1abf2c73b5c8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""2e44704be3b3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""49a0748cf5fb"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""99c366904a26"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""aab859a6c29b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""bc5490ee0ead"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3"""
2026-02-23 12:57:24,1201672192,1196773376,1198587904,2415005696,1278074880,2433064960
2026-02-23 12:57:54,1201795072,1197064192,1198743552,2415218688,1282650112,2433175552
2026-02-23 12:58:24,1201954816,1197277184,1199005696,2415259648,1286799360,2433376256
2026-02-23 12:58:54,1202114560,1197465600,1199165440,2415828992,1291091968,2433597440
2026-02-23 12:59:24,1202294784,1200566272,1199435776,2415992832,1297186816,2450558976
2026-02-23 12:59:54,1202401280,1200713728,1201672192,2416033792,1305583616,2450702336
2026-02-23 13:00:24,1202663424,1200922624,1201893376,2415939584,1313869824,2453016576
2026-02-23 13:00:54,1202733056,1200963584,1201917952,2415984640,1226555392,2453061632
2026-02-23 13:01:24,1202798592,1201205248,1202114560,2416054272,1234804736,2453389312
2026-02-23 13:01:54,1202892800,1201291264,1202253824,2416455680,1242808320,2453590016
2026-02-23 13:02:24,1202909184,1203482624,1202372608,2416209920,1251319808,2453639168
2026-02-23 13:02:54,1203007488,1203499008,1202655232,2416521216,1260244992,2453643264
2026-02-23 13:03:24,1203150848,1203875840,1202679808,2416381952,1268645888,2453934080
2026-02-23 13:03:54,1203265536,1204105216,1202925568,2416418816,1277087744,2454110208
2026-02-23 13:04:24,1203404800,1214042112,1203167232,2417090560,1288720384,2454278144
2026-02-23 13:04:54,1203515392,1214431232,1203892224,2417242112,1305231360,2455846912
2026-02-23 13:05:24,1203642368,1214668800,1203929088,2417594368,1322815488,2456195072
2026-02-23 13:05:54,1203642368,1214685184,1203957760,2417602560,1233154048,2456211456
2026-02-23 13:06:24,1203834880,1214951424,1204129792,2417876992,1250025472,2456399872
2026-02-23 13:06:54,1204076544,1215053824,1204498432,2417971200,1265659904,2456559616
2026-02-23 13:07:24,1204273152,1215328256,1204596736,2418143232,1281982464,2456932352
2026-02-23 13:07:54,1204342784,1215356928,1204879360,2418167808,1298288640,2456948736
2026-02-23 13:08:24,1204383744,1215442944,1204670464,2418200576,1315688448,2456965120
2026-02-23 13:08:54,1204391936,1215442944,1204748288,2418196480,1331597312,2456973312
2026-02-23 13:09:24,1204412416,1215492096,1205886976,2418233344,1233457152,2456981504
2026-02-23 13:09:54,1204535296,1215737856,1206235136,2418352128,1233666048,2457358336
2026-02-23 13:10:24,1206841344,1216024576,1208246272,2418790400,1234206720,2459361280
2026-02-23 13:10:54,1206861824,1216122880,1208303616,2418827264,1234841600,2459430912
2026-02-23 13:11:24,1206902784,1217662976,1208508416,2420752384,1235582976,2459623424
2026-02-23 13:11:54,1206956032,1217736704,1208590336,2420805632,1236189184,2460135424
2026-02-23 13:12:24,1207046144,1218097152,1208950784,2420871168,1237082112,2460086272
2026-02-23 13:12:54,1207091200,1218215936,1209065472,2420908032,1238515712,2460200960
2026-02-23 13:13:24,1207115776,1218277376,1209135104,2420973568,1238196224,2460274688
2026-02-23 13:13:54,1207201792,1218334720,1209196544,2421002240,1238724608,2463268864
2026-02-23 13:14:24,1207267328,1218379776,1209241600,2421297152,1239457792,2466852864
2026-02-23 13:14:54,1207623680,1218392064,1209257984,2421092352,1239769088,2466885632
2026-02-23 13:15:24,1207488512,1218453504,1209323520,2421178368,1240944640,2466992128
2026-02-23 13:15:54,1207541760,1220743168,1209589760,2421211136,1242341376,2467180544
2026-02-23 13:16:24,1207721984,1221136384,1209909248,2421403648,1244680192,2469675008
2026-02-23 13:16:54,1207791616,1221419008,1210191872,2421448704,1245728768,2469990400
2026-02-23 13:17:24,1207869440,1221611520,1210392576,2421555200,1246629888,2475433984
2026-02-23 13:17:54,1207922688,1221640192,1210421248,2421571584,1249677312,2475458560
2026-02-23 13:18:24,1207943168,1221652480,1210458112,2421649408,1250869248,2475470848
2026-02-23 13:18:54,1208004608,1221681152,1210486784,2421796864,1252069376,2475503616
2026-02-23 13:19:24,1208045568,1221705728,1210523648,2421829632,1253502976,2475532288
2026-02-23 13:19:54,1208172544,1221726208,1210580992,2421915648,1254383616,2475610112
2026-02-23 13:20:24,1208225792,1222123520,1212338176,2423660544,1256951808,2476449792
2026-02-23 13:20:54,1208238080,1222287360,1212227584,2423816192,1259315200,2476605440
2026-02-23 13:21:24,1208295424,1222578176,1212608512,2424270848,1261895680,2478899200
2026-02-23 13:21:54,1211064320,1225224192,1214574592,2424057856,1266819072,2479112192
2026-02-23 13:22:24,1211080704,1227177984,1214627840,2424078336,1269043200,2479169536
2026-02-23 13:22:54,1211142144,1227255808,1214709760,2424365056,1271250944,2479263744
2026-02-23 13:23:24,1211158528,1227296768,1214750720,2424119296,1273733120,2479316992
2026-02-23 13:23:54,1211187200,1227337728,1214775296,2424135680,1275727872,2479345664
2026-02-23 13:24:24,1211232256,1227386880,1214836736,2424201216,1278783488,2479398912
2026-02-23 13:24:54,1211285504,1227599872,1215037440,2424238080,1281007616,2479603712
2026-02-23 13:25:24,1211334656,1228099584,1215557632,2424578048,1285480448,2482180096
2026-02-23 13:25:54,1211355136,1227964416,1215430656,2424344576,1289818112,2482040832
2026-02-23 13:26:24,1211400192,1228410880,1218056192,2424401920,1294594048,2482171904
2026-02-23 13:26:54,1211437056,1228234752,1217896448,2424430592,1298714624,2482241536
2026-02-23 13:27:24,1211498496,1228365824,1218019328,2424492032,1302843392,2482368512
2026-02-23 13:27:54,1211498496,1228386304,1218068480,2424496128,1307082752,2482384896
2026-02-23 13:28:24,1213628416,1228435456,1218129920,2424524800,1311313920,2482425856
2026-02-23 13:28:54,1213665280,1228529664,1218240512,2426654720,1315942400,2482761728
2026-02-23 13:29:24,1213693952,1228587008,1218293760,2426699776,1319903232,2482532352
2026-02-23 13:29:54,1213743104,1230979072,1218695168,2426748928,1328009216,2482814976
2026-02-23 13:30:24,1213784064,1231126528,1218695168,2426777600,1336246272,2482946048
2026-02-23 13:30:54,1213841408,1231273984,1218785280,2426904576,1344303104,2483056640
2026-02-23 13:31:24,1213890560,1231437824,1218998272,2426949632,1247522816,2483204096
2026-02-23 13:31:54,1213956096,1231650816,1219211264,2427076608,1255084032,2483396608
2026-02-23 13:32:24,1214005248,1231912960,1219502080,2427142144,1263648768,2483748864
2026-02-23 13:32:54,1214046208,1232084992,1219694592,2427224064,1271623680,2483916800
2026-02-23 13:33:24,1214042112,1232130048,1219747840,2427228160,1280008192,2483941376
2026-02-23 13:33:54,1214074880,1232154624,1219772416,2427252736,1288163328,2483965952
2026-02-23 13:34:24,1214193664,1232486400,1222098944,2427666432,1296154624,2486620160
