Time,"__name__=""dockerstats_memory_usage_bytes"",id=""47c8b2328504"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""6910db6b6dc5"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""a422f431b05b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""b701c577194e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""bcaacd1c62bd"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""e6179d367487"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-02-19 22:29:33,1433464832,1398657024,1321308160,1529081856,1394274304,1293180928
2026-02-19 22:30:03,1437736960,1402871808,1323180032,1538207744,1398759424,1297502208
2026-02-19 22:30:33,1439858688,1404985344,1323286528,1548599296,1400717312,1297539072
2026-02-19 22:31:03,1444130816,1409220608,1323290624,1558638592,1402822656,1297563648
2026-02-19 22:31:33,1446236160,1411342336,1323294720,1571246080,1407062016,1297567744
2026-02-19 22:32:03,1448468480,1413480448,1325920256,1581039616,1409175552,1299677184
2026-02-19 22:32:33,1452687360,1417707520,1325453312,1590329344,1411354624,1299779584
2026-02-19 22:33:03,1454825472,1419841536,1329922048,1605980160,1415659520,1301884928
2026-02-19 22:33:33,1459105792,1422249984,1329758208,1515667456,1417842688,1304096768
2026-02-19 22:34:03,1461219328,1426206720,1329762304,1534136320,1419952128,1304096768
2026-02-19 22:34:33,1465528320,1428332544,1329790976,1549914112,1424224256,1304129536
2026-02-19 22:35:03,1467674624,1430441984,1331908608,1566261248,1426378752,1304150016
2026-02-19 22:35:33,1471930368,1434664960,1334018048,1582911488,1428586496,1308381184
2026-02-19 22:36:03,1474056192,1436782592,1334280192,1598484480,1430695936,1310752768
2026-02-19 22:36:33,1476198400,1438892032,1336127488,1614471168,1432875008,1312595968
2026-02-19 22:37:03,1480421376,1441026048,1340596224,1630191616,1437143040,1317117952
2026-02-19 22:37:33,1482559488,1445236736,1342746624,1539592192,1437163520,1318977536
2026-02-19 22:38:03,1484668928,1447616512,1342513152,1544105984,1439498240,1318989824
2026-02-19 22:38:33,1488957440,1449508864,1342550016,1546502144,1441689600,1319034880
2026-02-19 22:39:03,1493192704,1453723648,1342599168,1548738560,1443835904,1319030784
2026-02-19 22:39:33,1497403392,1455841280,1342611456,1550585856,1446047744,1319047168
2026-02-19 22:40:03,1499529216,1458208768,1342619648,1552793600,1448148992,1319063552
2026-02-19 22:40:33,1501646848,1460342784,1342623744,1555197952,1448263680,1319059456
2026-02-19 22:41:03,1505873920,1464295424,1342623744,1557094400,1450389504,1319059456
2026-02-19 22:41:33,1507987456,1466417152,1342631936,1559261184,1450684416,1319071744
2026-02-19 22:42:03,1512456192,1468526592,1342648320,1561423872,1452871680,1321242624
2026-02-19 22:42:33,1514303488,1472757760,1342730240,1561468928,1455325184,1321320448
2026-02-19 22:43:03,1516457984,1474871296,1344831488,1563598848,1457295360,1321328640
2026-02-19 22:43:33,1516736512,1477251072,1345110016,1563705344,1459433472,1321332736
2026-02-19 22:44:03,1518907392,1481203712,1346985984,1564250112,1461895168,1323446272
2026-02-19 22:44:33,1518653440,1483595776,1347047424,1563795456,1463754752,1325576192
2026-02-19 22:45:03,1520795648,1487818752,1347096576,1565925376,1465999360,1325596672
2026-02-19 22:45:33,1520799744,1489989632,1349206016,1568333824,1468157952,1325645824
2026-02-19 22:46:03,1522933760,1490092032,1353428992,1570193408,1470394368,1330388992
2026-02-19 22:46:33,1525559296,1489838080,1355554816,1572593664,1472516096,1331994624
2026-02-19 22:47:03,1525051392,1490161664,1357664256,1574731776,1474719744,1334116352
2026-02-19 22:47:33,1527177216,1492287488,1359818752,1574547456,1476845568,1336324096
2026-02-19 22:48:03,1527435264,1494417408,1362276352,1578749952,1478991872,1338445824
2026-02-19 22:48:33,1527238656,1494233088,1364144128,1580883968,1483268096,1338462208
2026-02-19 22:49:03,1529348096,1494233088,1364410368,1583050752,1485398016,1338462208
2026-02-19 22:49:33,1531461632,1497305088,1364451328,1585176576,1485750272,1338753024
2026-02-19 22:50:03,1533562880,1502294016,1364480000,1587298304,1488003072,1338867712
2026-02-19 22:50:33,1533595648,1506799616,1364307968,1589440512,1490362368,1340854272
2026-02-19 22:51:03,1537798144,1508909056,1366695936,1591574528,1492246528,1340862464
2026-02-19 22:51:33,1537810432,1512153088,1368571904,1593704448,1494384640,1340882944
2026-02-19 22:52:03,1539915776,1514270720,1368858624,1595838464,1496485888,1340915712
2026-02-19 22:52:33,1542049792,1516408832,1368621056,1598017536,1498624000,1343025152
2026-02-19 22:53:03,1544187904,1520627712,1368670208,1602232320,1500725248,1343066112
2026-02-19 22:53:33,1548410880,1522757632,1368682496,1604386816,1502883840,1343082496
2026-02-19 22:54:03,1550528512,1524932608,1368936448,1606541312,1504989184,1343082496
2026-02-19 22:54:33,1552650240,1529147392,1368768512,1610772480,1509498880,1343164416
2026-02-19 22:55:03,1554800640,1531543552,1368772608,1612918784,1511350272,1343172608
2026-02-19 22:55:33,1554829312,1533394944,1368772608,1617154048,1513463808,1343176704
2026-02-19 22:56:03,1556938752,1535803392,1368776704,1619283968,1517690880,1343176704
2026-02-19 22:56:33,1561161728,1537650688,1368776704,1621417984,1519812608,1343180800
2026-02-19 22:57:03,1563283456,1539784704,1368780800,1625645056,1521926144,1343184896
2026-02-19 22:57:33,1567498240,1542434816,1368788992,1627758592,1526153216,1343459328
2026-02-19 22:58:03,1569611776,1544044544,1368788992,1631961088,1528266752,1343193088
2026-02-19 22:58:33,1573957632,1544204288,1368928256,1634115584,1530507264,1343348736
2026-02-19 22:59:03,1576345600,1546604544,1373151232,1638350848,1532641280,1345978368
2026-02-19 22:59:33,1578455040,1548505088,1373184000,1640488960,1534746624,1347928064
2026-02-19 23:00:03,1582444544,1550667776,1375318016,1644732416,1536888832,1349812224
2026-02-19 23:00:33,1582714880,1555017728,1377456128,1646878720,1541107712,1351954432
2026-02-19 23:01:03,1582448640,1557434368,1377460224,1647005696,1543229440,1351958528
2026-02-19 23:01:33,1582481408,1559302144,1377484800,1649491968,1547505664,1351979008
2026-02-19 23:02:03,1582759936,1563566080,1377497088,1653444608,1547780096,1351999488
2026-02-19 23:02:33,1582764032,1565724672,1377513472,1655635968,1547554816,1352036352
2026-02-19 23:03:03,1582530560,1569959936,1377591296,1659858944,1549795328,1352093696
2026-02-19 23:03:33,1582555136,1572065280,1377611776,1662050304,1551982592,1352110080
2026-02-19 23:04:03,1582571520,1576398848,1377619968,1666273280,1556205568,1352118272
2026-02-19 23:04:33,1582592000,1578504192,1377693696,1668767744,1558441984,1352151040
2026-02-19 23:05:03,1582596096,1580695552,1377693696,1673248768,1562673152,1352146944
2026-02-19 23:05:33,1582620672,1584910336,1377718272,1675141120,1564786688,1352179712
2026-02-19 23:06:03,1582645248,1587044352,1377722368,1677017088,1566900224,1352179712
2026-02-19 23:06:33,1582637056,1591259136,1377738752,1679183872,1571115008,1352196096
2026-02-19 23:07:03,1582637056,1593499648,1377787904,1681649664,1573249024,1352200192
2026-02-19 23:07:33,1582661632,1595691008,1377804288,1683804160,1575358464,1352212480
2026-02-19 23:08:03,1582665728,1599913984,1377812480,1688043520,1579577344,1352245248
2026-02-19 23:08:33,1582710784,1602048000,1377869824,1689927680,1581694976,1352273920
2026-02-19 23:09:03,1582723072,1604255744,1377873920,1692311552,1583812608,1352282112
2026-02-19 23:09:33,1582723072,1608474624,1377878016,1694236672,1588031488,1352282112
2026-02-19 23:10:03,1582723072,1610694656,1377878016,1698803712,1590161408,1352282112
2026-02-19 23:10:33,1582731264,1614909440,1377882112,1700700160,1594380288,1352286208
2026-02-19 23:11:03,1582731264,1617043456,1377882112,1702858752,1596485632,1352290304
2026-02-19 23:11:33,1582747648,1621258240,1377910784,1707094016,1598619648,1352294400
2026-02-19 23:12:03,1582784512,1623457792,1377931264,1709232128,1600737280,1352327168
2026-02-19 23:12:33,1582821376,1627676672,1377947648,1713774592,1604984832,1352343552
2026-02-19 23:13:03,1582825472,1629892608,1377955840,1715634176,1607352320,1352343552
2026-02-19 23:13:33,1582850048,1632002048,1377976320,1719918592,1609211904,1352364032
