"Time","OUT on /nbd0","OUT on /nbd1","OUT on /nbd10","OUT on /nbd11","OUT on /nbd12","OUT on /nbd13","OUT on /nbd14","OUT on /nbd15","OUT on /nbd2","OUT on /nbd3","OUT on /nbd4","OUT on /nbd5","OUT on /nbd6","OUT on /nbd7","OUT on /nbd8","OUT on /nbd9","OUT on /vda","OUT on /vdb","IN on /nbd0","IN on /nbd1","IN on /nbd10","IN on /nbd11","IN on /nbd12","IN on /nbd13","IN on /nbd14","IN on /nbd15","IN on /nbd2","IN on /nbd3","IN on /nbd4","IN on /nbd5","IN on /nbd6","IN on /nbd7","IN on /nbd8","IN on /nbd9","IN on /vda","IN on /vdb"
2026-02-09 18:38:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-521 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.06 MB/s,0 B/s
2026-02-09 18:40:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-438 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,774 kB/s,0 B/s
2026-02-09 18:42:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-219 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,801 kB/s,0 B/s
2026-02-09 18:44:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-13.7 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,804 kB/s,0 B/s
2026-02-09 18:46:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-13.7 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,742 kB/s,0 B/s
2026-02-09 18:48:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,760 kB/s,0 B/s
2026-02-09 18:50:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,773 kB/s,0 B/s
2026-02-09 18:52:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-27.4 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.37 MB/s,0 B/s
2026-02-09 18:54:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-27.4 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.38 MB/s,0 B/s
2026-02-09 18:56:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.32 MB/s,0 B/s
2026-02-09 18:58:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,699 kB/s,0 B/s
2026-02-09 19:00:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-68.5 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,676 kB/s,0 B/s
2026-02-09 19:02:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-68.5 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,686 kB/s,0 B/s
2026-02-09 19:04:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,678 kB/s,0 B/s
2026-02-09 19:06:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,674 kB/s,0 B/s
2026-02-09 19:08:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-13.7 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,740 kB/s,0 B/s
2026-02-09 19:10:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-13.7 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,757 kB/s,0 B/s
2026-02-09 19:12:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-13.7 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,786 kB/s,0 B/s
2026-02-09 19:14:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.41 MB/s,0 B/s
2026-02-09 19:16:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.42 MB/s,0 B/s
2026-02-09 19:18:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-192 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.38 MB/s,0 B/s
2026-02-09 19:20:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-192 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,499 kB/s,0 B/s
2026-02-09 19:22:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,417 kB/s,0 B/s
2026-02-09 19:24:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-781 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,597 kB/s,0 B/s
2026-02-09 19:26:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-781 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,763 kB/s,0 B/s
2026-02-09 19:28:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-781 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,671 kB/s,0 B/s
2026-02-09 19:30:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,666 kB/s,0 B/s
2026-02-09 19:32:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,735 kB/s,0 B/s
2026-02-09 19:34:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,770 kB/s,0 B/s
2026-02-09 19:36:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.38 MB/s,0 B/s
2026-02-09 19:38:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.24 MB/s,0 B/s
2026-02-09 19:40:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,739 kB/s,0 B/s
2026-02-09 19:42:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,521 kB/s,0 B/s
2026-02-09 19:44:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-342 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,759 kB/s,0 B/s
2026-02-09 19:46:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-342 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,739 kB/s,0 B/s
2026-02-09 19:48:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-27.4 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,745 kB/s,0 B/s
2026-02-09 19:50:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-27.4 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,702 kB/s,0 B/s
2026-02-09 19:52:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-27.4 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,667 kB/s,0 B/s
2026-02-09 19:54:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,702 kB/s,0 B/s
2026-02-09 19:56:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,738 kB/s,0 B/s
2026-02-09 19:58:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-411 B/s,-246 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,724 kB/s,0 B/s
2026-02-09 20:00:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-411 B/s,-246 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,731 kB/s,0 B/s
2026-02-09 20:02:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-3.85 MB/s,-466 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,7.37 MB/s,0 B/s
2026-02-09 20:04:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,-3.85 MB/s,-219 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,7.37 MB/s,0 B/s
2026-02-09 20:06:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,1.05 MB/s,0 B/s
2026-02-09 20:08:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,717 kB/s,0 B/s
2026-02-09 20:10:00,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,0 B/s,714 kB/s,0 B/s
