"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max"
2026-02-09 18:45:00,314 MiB,859 MiB,868 MiB,326 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:46:00,746 MiB,359 MiB,294 MiB,432 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:47:00,278 MiB,739 MiB,602 MiB,634 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:48:00,520 MiB,897 MiB,633 MiB,600 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:49:00,241 MiB,388 MiB,833 MiB,641 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:50:00,603 MiB,858 MiB,402 MiB,877 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:51:00,163 MiB,233 MiB,502 MiB,895 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:52:00,534 MiB,528 MiB,739 MiB,265 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:53:00,189 MiB,753 MiB,885 MiB,277 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:54:00,671 MiB,311 MiB,356 MiB,474 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:55:00,788 MiB,794 MiB,743 MiB,655 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:56:00,206 MiB,823 MiB,685 MiB,548 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:57:00,708 MiB,564 MiB,348 MiB,874 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:58:00,200 MiB,647 MiB,369 MiB,834 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 18:59:00,539 MiB,212 MiB,659 MiB,221 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:00:00,909 MiB,312 MiB,656 MiB,134 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:01:00,300 MiB,343 MiB,581 MiB,828 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:02:00,430 MiB,738 MiB,939 MiB,266 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:03:00,875 MiB,874 MiB,156 MiB,204 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:04:00,446 MiB,224 MiB,240 MiB,195 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:05:00,837 MiB,586 MiB,502 MiB,357 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:06:00,405 MiB,684 MiB,480 MiB,275 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:07:00,641 MiB,785 MiB,524 MiB,293 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:08:00,230 MiB,433 MiB,942 MiB,575 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:09:00,632 MiB,629 MiB,228 MiB,589 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:10:00,153 MiB,896 MiB,428 MiB,704 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:11:00,463 MiB,191 MiB,430 MiB,669 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:12:00,886 MiB,352 MiB,537 MiB,696 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:13:00,184 MiB,703 MiB,854 MiB,884 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:14:00,582 MiB,199 MiB,294 MiB,214 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:15:00,219 MiB,764 MiB,796 MiB,570 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:16:00,541 MiB,785 MiB,733 MiB,453 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:17:00,946 MiB,309 MiB,187 MiB,656 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:18:00,463 MiB,346 MiB,935 MiB,546 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:19:00,712 MiB,493 MiB,235 MiB,493 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:20:00,671 MiB,420 MiB,927 MiB,328 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:21:00,642 MiB,834 MiB,398 MiB,593 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:22:00,218 MiB,934 MiB,438 MiB,497 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:23:00,633 MiB,694 MiB,943 MiB,863 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:24:00,930 MiB,730 MiB,898 MiB,744 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:25:00,518 MiB,749 MiB,826 MiB,628 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:26:00,877 MiB,727 MiB,718 MiB,487 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:27:00,608 MiB,795 MiB,677 MiB,376 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:28:00,991 MiB,413 MiB,211 MiB,637 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:29:00,510 MiB,424 MiB,971 MiB,520 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:30:00,840 MiB,477 MiB,931 MiB,387 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:31:00,296 MiB,902 MiB,478 MiB,677 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:32:00,242 MiB,236 MiB,548 MiB,616 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:33:00,756 MiB,691 MiB,944 MiB,915 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:34:00,492 MiB,406 MiB,655 MiB,426 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:35:00,987 MiB,656 MiB,794 MiB,478 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:36:00,534 MiB,691 MiB,742 MiB,383 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:37:00,982 MiB,883 MiB,851 MiB,381 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:38:00,278 MiB,940 MiB,809 MiB,273 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:39:00,1011 MiB,492 MiB,337 MiB,492 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:40:00,534 MiB,590 MiB,361 MiB,520 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:41:00,891 MiB,660 MiB,303 MiB,409 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:42:00,495 MiB,756 MiB,297 MiB,320 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:43:00,826 MiB,396 MiB,694 MiB,610 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:44:00,630 MiB,491 MiB,712 MiB,539 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:45:00,931 MiB,925 MiB,300 MiB,850 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:46:00,649 MiB,912 MiB,1010 MiB,700 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:47:00,927 MiB,958 MiB,992 MiB,598 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:48:00,476 MiB,577 MiB,516 MiB,840 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:49:00,846 MiB,695 MiB,550 MiB,771 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:50:00,949 MiB,773 MiB,578 MiB,702 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:51:00,522 MiB,330 MiB,888 MiB,946 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:52:00,886 MiB,355 MiB,885 MiB,853 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:53:00,557 MiB,511 MiB,930 MiB,811 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:54:00,876 MiB,895 MiB,438 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:55:00,341 MiB,975 MiB,465 MiB,972 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:56:00,1015 MiB,285 MiB,504 MiB,944 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:57:00,626 MiB,589 MiB,709 MiB,252 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:58:00,763 MiB,812 MiB,802 MiB,273 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 19:59:00,285 MiB,979 MiB,848 MiB,256 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:00:00,628 MiB,399 MiB,1008 MiB,332 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:01:00,594 MiB,454 MiB,996 MiB,309 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:02:00,588 MiB,645 MiB,355 MiB,418 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:03:00,976 MiB,939 MiB,545 MiB,535 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:04:00,548 MiB,259 MiB,559 MiB,459 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:05:00,950 MiB,560 MiB,794 MiB,604 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:06:00,612 MiB,882 MiB,1.01 GiB,716 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:07:00,777 MiB,920 MiB,1.01 GiB,640 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:08:00,254 MiB,511 MiB,558 MiB,848 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:09:00,668 MiB,808 MiB,751 MiB,932 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:10:00,377 MiB,335 MiB,1002 MiB,261 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:11:00,777 MiB,391 MiB,978 MiB,1005 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:12:00,730 MiB,938 MiB,647 MiB,504 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:13:00,830 MiB,997 MiB,679 MiB,417 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:14:00,892 MiB,1.00 GiB,635 MiB,316 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:15:00,824 MiB,744 MiB,1.03 GiB,658 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:16:00,1008 MiB,702 MiB,919 MiB,478 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:17:00,665 MiB,910 MiB,941 MiB,389 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:18:00,899 MiB,561 MiB,466 MiB,638 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:19:00,1.05 GiB,582 MiB,402 MiB,541 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:20:00,734 MiB,536 MiB,266 MiB,397 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:21:00,499 MiB,723 MiB,382 MiB,359 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:22:00,846 MiB,312 MiB,702 MiB,604 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:23:00,432 MiB,412 MiB,750 MiB,512 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:24:00,884 MiB,717 MiB,1.00 GiB,678 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:25:00,314 MiB,941 MiB,335 MiB,732 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:26:00,306 MiB,979 MiB,280 MiB,630 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:27:00,461 MiB,1.04 GiB,1.05 GiB,496 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:28:00,877 MiB,771 MiB,658 MiB,812 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:29:00,415 MiB,838 MiB,650 MiB,760 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:30:00,810 MiB,939 MiB,620 MiB,673 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:31:00,338 MiB,1000 MiB,592 MiB,592 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:32:00,646 MiB,500 MiB,829 MiB,776 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:33:00,768 MiB,569 MiB,783 MiB,657 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:34:00,529 MiB,558 MiB,755 MiB,515 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:35:00,1.01 GiB,637 MiB,744 MiB,420 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:36:00,517 MiB,972 MiB,993 MiB,632 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:37:00,991 MiB,440 MiB,328 MiB,670 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:38:00,552 MiB,526 MiB,307 MiB,540 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:39:00,481 MiB,959 MiB,669 MiB,781 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:40:00,779 MiB,1.02 GiB,703 MiB,730 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:41:00,340 MiB,367 MiB,683 MiB,668 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:42:00,658 MiB,678 MiB,891 MiB,830 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:43:00,1.06 GiB,934 MiB,1.04 GiB,862 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:44:00,737 MiB,656 MiB,681 MiB,365 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:45:00,609 MiB,754 MiB,726 MiB,325 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:46:00,980 MiB,988 MiB,866 MiB,406 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:47:00,604 MiB,560 MiB,357 MiB,548 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:48:00,1.01 GiB,895 MiB,626 MiB,733 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:49:00,553 MiB,983 MiB,598 MiB,661 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:50:00,354 MiB,393 MiB,758 MiB,718 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:51:00,585 MiB,695 MiB,1022 MiB,884 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:52:00,917 MiB,750 MiB,992 MiB,818 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:53:00,518 MiB,908 MiB,1.01 GiB,782 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:54:00,968 MiB,591 MiB,633 MiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:55:00,650 MiB,1.08 GiB,1.02 GiB,531 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:56:00,728 MiB,406 MiB,1.08 GiB,518 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:57:00,1.04 GiB,472 MiB,1.08 GiB,449 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:58:00,645 MiB,648 MiB,390 MiB,485 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 20:59:00,973 MiB,611 MiB,1.04 GiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:00:00,444 MiB,779 MiB,1.12 GiB,341 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:01:00,982 MiB,855 MiB,1.11 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:02:00,950 MiB,786 MiB,1.01 GiB,948 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:03:00,531 MiB,385 MiB,552 MiB,336 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:04:00,932 MiB,417 MiB,497 MiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:05:00,447 MiB,502 MiB,480 MiB,973 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:06:00,872 MiB,705 MiB,617 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:07:00,489 MiB,988 MiB,834 MiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:08:00,833 MiB,1.10 GiB,898 MiB,1.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:09:00,419 MiB,634 MiB,1.12 GiB,486 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:10:00,762 MiB,693 MiB,1.10 GiB,408 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:11:00,970 MiB,641 MiB,990 MiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:12:00,677 MiB,390 MiB,675 MiB,583 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:13:00,842 MiB,482 MiB,693 MiB,538 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:14:00,479 MiB,733 MiB,853 MiB,625 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:15:00,896 MiB,731 MiB,786 MiB,536 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:16:00,593 MiB,1.10 GiB,1.09 GiB,714 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:17:00,1.09 GiB,733 MiB,643 MiB,906 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:18:00,751 MiB,1.05 GiB,939 MiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:19:00,746 MiB,418 MiB,1.01 GiB,1.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:20:00,798 MiB,735 MiB,467 MiB,413 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:21:00,404 MiB,813 MiB,468 MiB,1.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:22:00,857 MiB,1001 MiB,580 MiB,1.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:23:00,437 MiB,502 MiB,860 MiB,537 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:24:00,691 MiB,500 MiB,801 MiB,451 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:25:00,449 MiB,681 MiB,911 MiB,436 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:26:00,754 MiB,825 MiB,989 MiB,451 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:27:00,428 MiB,470 MiB,547 MiB,639 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:28:00,995 MiB,1.03 GiB,1009 MiB,972 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:29:00,487 MiB,971 MiB,923 MiB,829 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:30:00,1.16 GiB,1.04 GiB,931 MiB,755 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:31:00,779 MiB,797 MiB,564 MiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:32:00,1.10 GiB,911 MiB,573 MiB,1001 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:33:00,709 MiB,1020 MiB,579 MiB,956 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:34:00,1.07 GiB,1.08 GiB,598 MiB,877 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:35:00,1.13 GiB,1.04 GiB,484 MiB,732 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
