"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-10 05:32:00,35.8 KiB,3.21 KiB,3.21 KiB,3.20 KiB,-41.0 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 05:34:00,35.7 KiB,3.09 KiB,3.05 KiB,3.06 KiB,-40.7 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 05:36:00,35.6 KiB,2.40 KiB,2.38 KiB,2.39 KiB,-40.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 05:38:00,39.2 KiB,3.02 KiB,3.03 KiB,3.03 KiB,-43.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 05:40:00,39.3 KiB,3.80 KiB,3.81 KiB,3.80 KiB,-44.5 KiB,-12.1 KiB,-12.1 KiB,-11.9 KiB
2026-02-10 05:42:00,40.9 KiB,3.10 KiB,3.07 KiB,3.08 KiB,-45.4 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 05:44:00,37.7 KiB,3.25 KiB,3.22 KiB,3.22 KiB,-42.6 KiB,-11.5 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 05:46:00,37.8 KiB,3.14 KiB,3.11 KiB,3.11 KiB,-42.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 05:48:00,37.7 KiB,3.29 KiB,3.26 KiB,3.25 KiB,-42.7 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 05:50:00,34.9 KiB,3.16 KiB,3.09 KiB,3.11 KiB,-40.1 KiB,-11.4 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 05:52:00,34.9 KiB,3.21 KiB,3.13 KiB,3.15 KiB,-40.1 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 05:54:00,36.4 KiB,2.75 KiB,2.70 KiB,2.70 KiB,-41.1 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 05:56:00,36.3 KiB,2.78 KiB,2.78 KiB,2.76 KiB,-41.1 KiB,-11.3 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 05:58:00,36.3 KiB,2.79 KiB,2.80 KiB,2.78 KiB,-41.1 KiB,-11.3 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 06:00:00,33.6 KiB,2.47 KiB,2.47 KiB,2.45 KiB,-38.5 KiB,-11.0 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 06:02:00,32.6 KiB,2.55 KiB,2.55 KiB,2.53 KiB,-37.7 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 06:04:00,32.7 KiB,2.80 KiB,2.80 KiB,2.79 KiB,-38.0 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 06:06:00,34.6 KiB,2.47 KiB,2.45 KiB,2.45 KiB,-39.3 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 06:08:00,34.4 KiB,2.67 KiB,2.64 KiB,2.64 KiB,-39.3 KiB,-11.0 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 06:10:00,34.5 KiB,3.19 KiB,3.17 KiB,3.15 KiB,-39.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 06:12:00,36.3 KiB,3.04 KiB,3.01 KiB,3.00 KiB,-41.2 KiB,-11.3 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 06:14:00,36.3 KiB,3.09 KiB,3.07 KiB,3.05 KiB,-41.4 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 06:16:00,36.3 KiB,2.94 KiB,2.89 KiB,2.90 KiB,-41.2 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 06:18:00,30.9 KiB,2.41 KiB,2.38 KiB,2.39 KiB,-36.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 06:20:00,27.8 KiB,3.16 KiB,3.16 KiB,3.16 KiB,-34.1 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 06:22:00,30.2 KiB,2.32 KiB,2.34 KiB,2.34 KiB,-35.5 KiB,-10.9 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 06:24:00,36.8 KiB,2.57 KiB,2.55 KiB,2.56 KiB,-41.2 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 06:26:00,36.3 KiB,3.09 KiB,3.08 KiB,3.08 KiB,-41.3 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 06:28:00,36.2 KiB,2.89 KiB,2.87 KiB,2.86 KiB,-41.1 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 06:30:00,39.7 KiB,2.95 KiB,2.92 KiB,2.92 KiB,-44.2 KiB,-11.3 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 06:32:00,39.6 KiB,2.59 KiB,2.56 KiB,2.55 KiB,-43.9 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 06:34:00,39.6 KiB,3.09 KiB,3.09 KiB,3.08 KiB,-44.2 KiB,-11.5 KiB,-11.4 KiB,-11.4 KiB
2026-02-10 06:36:00,37.3 KiB,3.24 KiB,3.26 KiB,3.23 KiB,-42.3 KiB,-11.7 KiB,-11.5 KiB,-11.5 KiB
2026-02-10 06:38:00,37.3 KiB,3.30 KiB,3.31 KiB,3.30 KiB,-42.2 KiB,-11.7 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 06:40:00,40.2 KiB,3.45 KiB,3.46 KiB,3.46 KiB,-44.9 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 06:42:00,36.0 KiB,2.78 KiB,2.78 KiB,2.78 KiB,-40.7 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 06:44:00,36.0 KiB,2.81 KiB,2.80 KiB,2.79 KiB,-40.8 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 06:46:00,37.4 KiB,2.13 KiB,2.11 KiB,2.09 KiB,-41.6 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 06:48:00,32.4 KiB,2.11 KiB,2.11 KiB,2.08 KiB,-37.4 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 06:50:00,32.6 KiB,2.88 KiB,2.87 KiB,2.85 KiB,-38.1 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 06:52:00,38.7 KiB,3.51 KiB,3.50 KiB,3.47 KiB,-43.6 KiB,-11.9 KiB,-11.9 KiB,-11.7 KiB
2026-02-10 06:54:00,36.1 KiB,3.12 KiB,3.10 KiB,3.09 KiB,-41.1 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 06:56:00,36.0 KiB,2.84 KiB,2.83 KiB,2.83 KiB,-40.8 KiB,-11.3 KiB,-11.3 KiB,-11.1 KiB
2026-02-10 06:58:00,37.6 KiB,2.39 KiB,2.39 KiB,2.40 KiB,-41.9 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 07:00:00,37.6 KiB,2.25 KiB,2.22 KiB,2.24 KiB,-41.8 KiB,-10.7 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 07:02:00,37.9 KiB,3.40 KiB,3.38 KiB,3.39 KiB,-42.7 KiB,-11.7 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 07:04:00,32.0 KiB,3.15 KiB,3.15 KiB,3.14 KiB,-37.6 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 07:06:00,16.1 KiB,2.25 KiB,2.25 KiB,2.25 KiB,-23.5 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 07:08:00,17.6 KiB,2.38 KiB,2.37 KiB,2.37 KiB,-24.8 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 07:10:00,33.5 KiB,3.23 KiB,3.21 KiB,3.21 KiB,-39.0 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 07:12:00,33.6 KiB,2.31 KiB,2.29 KiB,2.28 KiB,-38.5 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 07:14:00,32.2 KiB,2.24 KiB,2.25 KiB,2.23 KiB,-37.2 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 07:16:00,32.3 KiB,3.03 KiB,3.01 KiB,2.99 KiB,-37.9 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:18:00,39.0 KiB,3.16 KiB,3.13 KiB,3.12 KiB,-43.7 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 07:20:00,39.2 KiB,3.80 KiB,3.79 KiB,3.80 KiB,-44.3 KiB,-12.0 KiB,-12.1 KiB,-11.9 KiB
2026-02-10 07:22:00,39.1 KiB,3.98 KiB,3.98 KiB,3.99 KiB,-44.3 KiB,-12.2 KiB,-12.2 KiB,-12.0 KiB
2026-02-10 07:24:00,33.9 KiB,3.11 KiB,3.11 KiB,3.12 KiB,-39.2 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 07:26:00,33.9 KiB,3.06 KiB,3.07 KiB,3.07 KiB,-39.1 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:28:00,37.6 KiB,2.28 KiB,2.29 KiB,2.29 KiB,-41.9 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 07:30:00,33.6 KiB,2.59 KiB,2.60 KiB,2.61 KiB,-38.7 KiB,-11.1 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 07:32:00,33.8 KiB,3.31 KiB,3.31 KiB,3.32 KiB,-39.4 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 07:34:00,37.8 KiB,2.79 KiB,2.78 KiB,2.80 KiB,-42.4 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 07:36:00,36.8 KiB,3.06 KiB,3.06 KiB,3.07 KiB,-41.8 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:38:00,36.8 KiB,3.00 KiB,2.98 KiB,2.99 KiB,-41.7 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:40:00,41.1 KiB,3.03 KiB,3.01 KiB,3.00 KiB,-45.4 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:42:00,38.1 KiB,3.04 KiB,3.02 KiB,3.01 KiB,-42.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 07:44:00,38.1 KiB,3.09 KiB,3.07 KiB,3.04 KiB,-42.8 KiB,-11.4 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 07:46:00,37.3 KiB,2.76 KiB,2.76 KiB,2.73 KiB,-41.8 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 07:48:00,35.0 KiB,3.14 KiB,3.17 KiB,3.16 KiB,-40.2 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 07:50:00,35.1 KiB,3.53 KiB,3.54 KiB,3.55 KiB,-40.5 KiB,-11.9 KiB,-11.9 KiB,-11.7 KiB
2026-02-10 07:52:00,36.0 KiB,3.38 KiB,3.36 KiB,3.37 KiB,-41.2 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 07:54:00,35.9 KiB,3.09 KiB,3.07 KiB,3.09 KiB,-40.9 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 07:56:00,35.8 KiB,3.11 KiB,3.10 KiB,3.10 KiB,-40.9 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 07:58:00,34.3 KiB,2.54 KiB,2.53 KiB,2.53 KiB,-39.2 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 08:00:00,34.3 KiB,2.32 KiB,2.30 KiB,2.30 KiB,-39.0 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 08:02:00,34.5 KiB,2.89 KiB,2.84 KiB,2.86 KiB,-39.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 08:04:00,36.9 KiB,3.11 KiB,3.07 KiB,3.08 KiB,-41.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 08:06:00,36.8 KiB,2.92 KiB,2.89 KiB,2.87 KiB,-41.6 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 08:08:00,37.6 KiB,3.05 KiB,3.04 KiB,3.01 KiB,-42.4 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 08:10:00,35.3 KiB,3.00 KiB,2.99 KiB,2.97 KiB,-40.3 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 08:12:00,35.3 KiB,3.16 KiB,3.14 KiB,3.14 KiB,-40.5 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 08:14:00,39.3 KiB,3.19 KiB,3.18 KiB,3.20 KiB,-44.1 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 08:16:00,37.6 KiB,3.82 KiB,3.80 KiB,3.82 KiB,-43.1 KiB,-12.1 KiB,-12.1 KiB,-11.9 KiB
2026-02-10 08:18:00,37.4 KiB,3.26 KiB,3.25 KiB,3.26 KiB,-42.5 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 08:20:00,39.9 KiB,3.07 KiB,3.05 KiB,3.04 KiB,-44.2 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 08:22:00,36.9 KiB,3.18 KiB,3.15 KiB,3.15 KiB,-41.8 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 08:24:00,36.9 KiB,2.55 KiB,2.54 KiB,2.55 KiB,-41.4 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 08:26:00,38.9 KiB,3.02 KiB,3.03 KiB,3.02 KiB,-43.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 08:28:00,39.0 KiB,3.37 KiB,3.36 KiB,3.36 KiB,-43.8 KiB,-11.7 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 08:30:00,39.1 KiB,3.42 KiB,3.42 KiB,3.43 KiB,-43.8 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 08:32:00,35.3 KiB,3.27 KiB,3.29 KiB,3.28 KiB,-40.6 KiB,-11.7 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 08:34:00,35.4 KiB,3.18 KiB,3.17 KiB,3.18 KiB,-40.7 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 08:36:00,37.8 KiB,3.17 KiB,3.14 KiB,3.14 KiB,-42.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 08:38:00,38.7 KiB,3.16 KiB,3.13 KiB,3.13 KiB,-43.5 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 08:40:00,38.5 KiB,2.31 KiB,2.29 KiB,2.29 KiB,-42.6 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 08:42:00,39.9 KiB,2.10 KiB,2.08 KiB,2.07 KiB,-43.7 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 08:44:00,24.2 KiB,2.03 KiB,2.02 KiB,2.00 KiB,-30.1 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB
2026-02-10 08:46:00,23.4 KiB,2.29 KiB,2.28 KiB,2.27 KiB,-29.7 KiB,-10.7 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 08:48:00,32.8 KiB,2.87 KiB,2.86 KiB,2.85 KiB,-38.1 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 08:50:00,34.2 KiB,2.44 KiB,2.43 KiB,2.42 KiB,-39.0 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 08:52:00,34.2 KiB,3.01 KiB,2.97 KiB,2.98 KiB,-39.4 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 08:54:00,34.2 KiB,3.14 KiB,3.09 KiB,3.10 KiB,-39.5 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 08:56:00,37.7 KiB,3.39 KiB,3.39 KiB,3.37 KiB,-42.6 KiB,-11.8 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 08:58:00,37.7 KiB,3.41 KiB,3.41 KiB,3.41 KiB,-42.6 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 09:00:00,37.7 KiB,3.29 KiB,3.30 KiB,3.30 KiB,-42.6 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 09:02:00,35.2 KiB,3.29 KiB,3.27 KiB,3.26 KiB,-40.5 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 09:04:00,35.2 KiB,3.16 KiB,3.17 KiB,3.16 KiB,-40.5 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 09:06:00,39.1 KiB,3.66 KiB,3.68 KiB,3.67 KiB,-44.1 KiB,-12.0 KiB,-12.0 KiB,-11.8 KiB
2026-02-10 09:08:00,38.0 KiB,3.70 KiB,3.71 KiB,3.69 KiB,-43.1 KiB,-12.0 KiB,-12.0 KiB,-11.9 KiB
2026-02-10 09:10:00,37.8 KiB,2.99 KiB,2.96 KiB,2.96 KiB,-42.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 09:12:00,39.6 KiB,2.97 KiB,2.92 KiB,2.93 KiB,-44.1 KiB,-11.3 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 09:14:00,32.5 KiB,2.71 KiB,2.68 KiB,2.68 KiB,-37.8 KiB,-11.2 KiB,-11.1 KiB,-11.1 KiB
2026-02-10 09:16:00,32.7 KiB,3.33 KiB,3.30 KiB,3.28 KiB,-38.4 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 09:18:00,40.8 KiB,3.98 KiB,3.98 KiB,3.95 KiB,-45.8 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB
2026-02-10 09:20:00,24.9 KiB,3.18 KiB,3.18 KiB,3.17 KiB,-31.7 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 09:22:00,9.03 KiB,2.39 KiB,2.39 KiB,2.39 KiB,-17.6 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 09:24:00,15.4 KiB,2.32 KiB,2.32 KiB,2.35 KiB,-23.1 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 09:26:00,31.4 KiB,3.11 KiB,3.13 KiB,3.15 KiB,-37.2 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 09:28:00,36.5 KiB,2.62 KiB,2.62 KiB,2.64 KiB,-41.2 KiB,-11.1 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 09:30:00,36.6 KiB,2.92 KiB,2.92 KiB,2.94 KiB,-41.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 09:32:00,36.6 KiB,3.02 KiB,3.03 KiB,3.04 KiB,-41.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 09:34:00,34.0 KiB,3.02 KiB,3.03 KiB,3.04 KiB,-39.2 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 09:36:00,33.8 KiB,2.32 KiB,2.32 KiB,2.32 KiB,-38.6 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 09:38:00,34.5 KiB,2.44 KiB,2.42 KiB,2.41 KiB,-39.3 KiB,-10.9 KiB,-11.0 KiB,-10.8 KiB
2026-02-10 09:40:00,32.4 KiB,2.32 KiB,2.27 KiB,2.29 KiB,-37.3 KiB,-10.8 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 09:42:00,28.0 KiB,2.46 KiB,2.46 KiB,2.50 KiB,-33.6 KiB,-11.0 KiB,-11.0 KiB,-10.8 KiB
2026-02-10 09:44:00,29.2 KiB,3.18 KiB,3.19 KiB,3.23 KiB,-35.2 KiB,-11.7 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 09:46:00,38.0 KiB,2.44 KiB,2.43 KiB,2.47 KiB,-42.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 09:48:00,22.1 KiB,1.71 KiB,1.70 KiB,1.70 KiB,-28.2 KiB,-10.3 KiB,-10.3 KiB,-10.2 KiB
2026-02-10 09:50:00,20.6 KiB,2.31 KiB,2.34 KiB,2.35 KiB,-27.5 KiB,-10.9 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 09:52:00,32.1 KiB,3.20 KiB,3.25 KiB,3.26 KiB,-37.9 KiB,-11.7 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 09:54:00,36.5 KiB,3.17 KiB,3.18 KiB,3.20 KiB,-41.5 KiB,-11.6 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 09:56:00,36.5 KiB,3.12 KiB,3.13 KiB,3.15 KiB,-41.4 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 09:58:00,36.4 KiB,3.00 KiB,3.01 KiB,3.03 KiB,-41.4 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 10:00:00,37.9 KiB,3.15 KiB,3.16 KiB,3.16 KiB,-42.8 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 10:02:00,38.0 KiB,3.70 KiB,3.71 KiB,3.70 KiB,-43.3 KiB,-12.0 KiB,-12.0 KiB,-11.9 KiB
2026-02-10 10:04:00,39.3 KiB,4.04 KiB,4.01 KiB,4.01 KiB,-44.7 KiB,-12.3 KiB,-12.3 KiB,-12.2 KiB
2026-02-10 10:06:00,39.2 KiB,3.29 KiB,3.24 KiB,3.26 KiB,-44.0 KiB,-11.6 KiB,-11.8 KiB,-11.5 KiB
2026-02-10 10:08:00,39.3 KiB,3.28 KiB,3.24 KiB,3.24 KiB,-44.0 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 10:10:00,38.3 KiB,3.43 KiB,3.40 KiB,3.40 KiB,-43.3 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 10:12:00,23.9 KiB,3.27 KiB,3.27 KiB,3.28 KiB,-30.8 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 10:14:00,23.9 KiB,3.39 KiB,3.41 KiB,3.40 KiB,-31.0 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 10:16:00,35.0 KiB,3.25 KiB,3.27 KiB,3.26 KiB,-40.3 KiB,-11.6 KiB,-11.5 KiB,-11.5 KiB
2026-02-10 10:18:00,38.7 KiB,3.01 KiB,3.02 KiB,2.98 KiB,-43.4 KiB,-11.4 KiB,-11.3 KiB,-11.3 KiB
2026-02-10 10:20:00,38.6 KiB,2.22 KiB,2.20 KiB,2.19 KiB,-42.6 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 10:22:00,40.1 KiB,3.08 KiB,3.05 KiB,3.04 KiB,-44.5 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 10:24:00,36.9 KiB,3.12 KiB,3.08 KiB,3.08 KiB,-41.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 10:26:00,36.7 KiB,2.45 KiB,2.43 KiB,2.43 KiB,-41.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 10:28:00,39.6 KiB,2.77 KiB,2.72 KiB,2.72 KiB,-43.9 KiB,-11.1 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 10:30:00,37.6 KiB,2.82 KiB,2.80 KiB,2.78 KiB,-42.2 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 10:32:00,37.7 KiB,3.33 KiB,3.33 KiB,3.31 KiB,-42.7 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 10:34:00,38.1 KiB,3.63 KiB,3.66 KiB,3.63 KiB,-43.3 KiB,-12.0 KiB,-12.0 KiB,-11.8 KiB
2026-02-10 10:36:00,38.0 KiB,3.16 KiB,3.17 KiB,3.14 KiB,-42.8 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 10:38:00,38.0 KiB,3.29 KiB,3.30 KiB,3.27 KiB,-43.0 KiB,-11.7 KiB,-11.6 KiB,-11.6 KiB
2026-02-10 10:40:00,36.9 KiB,3.06 KiB,3.07 KiB,3.05 KiB,-41.8 KiB,-11.5 KiB,-11.4 KiB,-11.4 KiB
2026-02-10 10:42:00,36.9 KiB,3.06 KiB,3.05 KiB,3.03 KiB,-41.8 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 10:44:00,39.2 KiB,3.16 KiB,3.13 KiB,3.14 KiB,-43.8 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 10:46:00,37.4 KiB,3.27 KiB,3.23 KiB,3.23 KiB,-42.4 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 10:48:00,37.4 KiB,3.27 KiB,3.24 KiB,3.24 KiB,-42.4 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 10:50:00,40.1 KiB,3.17 KiB,3.15 KiB,3.15 KiB,-44.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 10:52:00,38.7 KiB,3.18 KiB,3.15 KiB,3.15 KiB,-43.4 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 10:54:00,38.7 KiB,3.25 KiB,3.21 KiB,3.21 KiB,-43.5 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 10:56:00,36.8 KiB,3.08 KiB,3.05 KiB,3.05 KiB,-41.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 10:58:00,36.8 KiB,2.52 KiB,2.53 KiB,2.52 KiB,-41.3 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 11:00:00,36.7 KiB,2.31 KiB,2.33 KiB,2.32 KiB,-41.2 KiB,-10.9 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 11:02:00,31.7 KiB,2.50 KiB,2.51 KiB,2.50 KiB,-36.8 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 11:04:00,26.8 KiB,2.60 KiB,2.56 KiB,2.58 KiB,-32.7 KiB,-11.0 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 11:06:00,28.6 KiB,2.93 KiB,2.90 KiB,2.90 KiB,-34.6 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 11:08:00,38.4 KiB,2.35 KiB,2.34 KiB,2.34 KiB,-42.5 KiB,-10.8 KiB,-10.8 KiB,-10.8 KiB
2026-02-10 11:10:00,37.0 KiB,2.88 KiB,2.84 KiB,2.83 KiB,-41.8 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 11:12:00,37.2 KiB,3.05 KiB,3.02 KiB,3.01 KiB,-42.1 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 11:14:00,38.9 KiB,3.18 KiB,3.13 KiB,3.12 KiB,-43.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
